Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
Celsius,https://web3.career/senior-blockchain-engineer-celsius/959,United States,Senior Blockchain Engineer,$80k - $200k,dev:senior:blockchain:solidity:golang,7mo
Celsius,https://web3.career/senior-data-engineer-celsius/958,"Austin,
United States",Senior Data Engineer,$130k - $160k,data science:dev:senior,7mo
Celsius,https://web3.career/development-lead-celsius/957,Tampa,Development Lead,$60k - $120k,lead:react:react native,7mo
GSR,https://web3.career/devops-infrastructure-engineer-gsrconsulting/956,"Singapore,
Singapore",DevOps Infrastructure Engineer,$70k - $180k,devops:dev,7mo
Web 3.0 Technologies Foundation,https://web3.career/technical-grants-evaluator-web3/955,"Zug,
Switzerland",Technical Grants Evaluator,$60k - $147k,javascript:rust,7mo
Uphold,https://web3.career/legal-admin-uphold/954,"New York,
United States",Legal Admin,$24k - $140k,legal,7mo
Web 3.0 Technologies Foundation,https://web3.career/security-operations-engineer-web3/953,"Zug,
Switzerland",Security Operations Engineer,,dev:operations:security:rust,7mo
Celsius,https://web3.career/senior-full-stack-engineer-celsius/952,United States,Senior Full-Stack Engineer,$70k - $180k,dev:full stack:senior:solidity:ethereum,7mo
AIU,https://web3.career/faculty-business-administration-supply-chain-management-aiu/951,Kuwait,"Faculty, Business Administration – Supply Chain Management",$60k - $200k,operations,7mo
Celsius,https://web3.career/staff-blockchain-engineer-celsius/950,United States,Staff Blockchain Engineer,$52k - $160k,dev:blockchain:solidity:golang:rust,7mo
Celsius,https://web3.career/senior-transaction-monitoring-analyst-aml-celsius/949,"Atlanta,
United States","Senior Transaction Monitoring Analyst, AML",$150k - $185k,analyst:senior,7mo
Lukka,https://web3.career/engineer-solidity-lukka/948,Remote,Engineer (Solidity),$67k - $200k,dev:solidity:react:node:java,7mo
Bitkub,https://web3.career/product-owner-bitkub/947,"Bangkok,
Thailand",Product Owner,$80k - $150k,product manager:non tech:ethereum,7mo
Celsius,https://web3.career/senior-defi-researcher-celsius/946,United States,Senior DeFi Researcher,$140k - $250k,senior:defi:solidity:ethereum,7mo
Cinneamhain Ventures,https://web3.career/senior-rust-developer-solana-cehv/945,United States,Senior Rust Developer (Solana),$120k - $210k,dev:rust:senior:solana,7mo
Uphold,https://web3.career/cryptocurrency-investigations-analyst-uphold/944,"New York,
United States",Cryptocurrency Investigations Analyst,$20k - $120k,analyst:crypto,7mo
zipmex,https://web3.career/associate-creative-art-director-zipmex/943,"Bangkok,
Thailand",Associate Creative Art Director,$70k - $180k,executive,7mo
Celsius,https://web3.career/staff-solidity-engineer-celsius/942,United States,Staff Solidity Engineer,$63k - $160k,dev:solidity:ethereum:javascript,7mo
Bitkub,https://web3.career/project-manager-bitkub/941,"Bangkok,
Thailand",Project Manager,$80k - $150k,project manager:non tech:ethereum:node:php,7mo
FINNOMENA,https://web3.career/senior-content-developer-finnomena/940,Thailand,Senior Content Developer,$80k - $200k,dev:senior,7mo
Bitkub,https://web3.career/head-of-people-growth-bitkub/939,"Bangkok,
Thailand",Head of People Growth,$70k - $158k,executive:marketing:non tech,7mo
Celsius,https://web3.career/senior-solidity-engineer-celsius/938,United States,Senior Solidity Engineer,$80k - $200k,dev:senior:solidity:ethereum:javascript,7mo
cLabs,https://web3.career/ethereum-l1-blockchain-engineer-clabs/936,Remote,Ethereum L1 Blockchain Engineer,$33k - $120k,dev:blockchain:ethereum:remote,7mo
Compound,https://web3.career/rust-engineer-compound-2/935,Remote,Rust Engineer,$80k - $200k,dev:rust:solidity:ethereum:remote,7mo
OpenSea,https://web3.career/product-manager-opensea/934,Remote,Product Manager,$115k - $175k,product manager:non tech:remote,7mo
OpenSea,https://web3.career/product-designer-opensea/933,Remote,Product Designer,$50k - $135k,design:non tech:remote,7mo
OpenSea,https://web3.career/senior-recruiter-opensea/932,Remote,Senior Recruiter,$40k - $70k,recruiter:non tech:senior:remote,7mo
OpenSea,https://web3.career/lead-sourcer-opensea/931,Remote,Lead Sourcer,$40k - $70k,recruiter:non tech:lead:remote,7mo
OpenSea,https://web3.career/head-of-marketing-opensea/930,Remote,Head of Marketing,$70k - $158k,executive:marketing:non tech:remote,7mo
OpenSea,https://web3.career/director-legal-opensea/929,Remote,"Director, Legal",,executive:legal:remote,7mo
OpenSea,https://web3.career/head-of-finance-opensea/928,Remote,Head of Finance,$40k - $225k,executive:finance:remote,7mo
OpenSea,https://web3.career/controller-opensea/927,Remote,Controller,,legal:remote,7mo
OpenSea,https://web3.career/software-development-engineer-in-test-opensea/926,Remote,Software Development Engineer in Test,$65k - $110k,quality assurance:dev:nft:javascript:java,7mo
OpenSea,https://web3.career/it-manager-opensea/925,Remote,IT Manager,$79k - $200k,executive:remote,7mo
OpenSea,https://web3.career/infrastructure-engineer-opensea/924,Remote,Infrastructure Engineer,$65k - $180k,dev:remote,7mo
