Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
Gauntlet Networks,https://web3.career/smart-contract-engineer-gauntlet/1162,Remote,Smart Contract Engineer,$80k - $200k,dev:smart contract:remote,7mo
Zerion,https://web3.career/founders-assistant-zerion/1161,Remote,🤹 Founders' assistant,$56k - $160k,remote,7mo
"DeFi Technologies, Inc.",https://web3.career/junior-quant-trader-defi-tech/1160,"Zug,
Switzerland",Junior Quant / Trader,,junior:entry level:trader,7mo
GSR,https://web3.career/vice-president-of-blockchain-engineering-gsr/1159,"New York,
United States",Vice President of Blockchain Engineering,$50k - $150k,blockchain,7mo
GSR,https://web3.career/product-lead-defi-gsr/1158,"New York,
United States","Product Lead, DeFi",$80k - $160k,lead:defi,7mo
SwissBorg,https://web3.career/junior-defi-analyst-remote-eu-swissborg/1157,Remote,Junior DeFi analyst - Remote (EU),,remote:analyst:junior:entry level:defi,7mo
DeFi Alliance,https://web3.career/senior-software-engineer-full-stack-defialliance/1156,"Chicago,
United States","Senior Software Engineer, Full Stack",$70k - $180k,dev:full stack:senior:ethereum,7mo
SwissBorg,https://web3.career/remote-software-engineer-ios-swift-swissborg/1151,"Lisbon,
Portugal","Remote Software Engineer (iOS , Swift)",,remote:dev:ios:mobile:swift,7mo
SwissBorg,https://web3.career/software-engineer-data-remote-swissborg/1150,"Berlin,
Germany","Software Engineer, Data (Remote)",$65k - $180k,remote:dev,7mo
SwissBorg,https://web3.career/financial-controller-swissborg/1149,Luxembourg,Financial Controller,,legal:finance,7mo
Vauld,https://web3.career/lead-user-interface-designer-vauld/1147,"Bengaluru,
India",Lead User Interface Designer,$40k - $190k,design:non tech:lead,7mo
ExPopulus,https://web3.career/video-game-producer-expopulus/1145,"San Francisco,
United States",Video Game Producer,,game dev:video,7mo
CoinFlip,https://web3.career/manager-content-marketing-coinflip/1143,"Chicago,
United States","Manager, Content Marketing",$45k - $130k,marketing:non tech,7mo
Kraken Digital Asset Exchange,https://web3.career/lead-business-recruiter-kraken/1142,Remote,Lead Business Recruiter,$40k - $70k,lead:recruiter:non tech:remote,7mo
Bitwise Asset Management,https://web3.career/executive-assistant-bitwiseinvestments/1141,"New York,
United States",Executive Assistant,$70k - $180k,executive,7mo
Kraken Digital Asset Exchange,https://web3.career/staff-software-engineer-crypto-custody-kraken/1140,Remote,"Staff Software Engineer, Crypto Custody",$90k - $250k,dev:crypto:remote,7mo
BlockSwap,https://web3.career/ui-ux-designer-blockswap/1139,Remote,UI/UX Designer,$60k - $150k,design:non tech:nft:remote,7mo
Torus Labs,https://web3.career/back-end-developer-blockchain-toruslabs/1136,HQ,Back-End Developer (BlockChain),$60k - $180k,backend:dev:blockchain:ethereum:java,7mo
Figure,https://web3.career/operations-manager-originations-figure/1131,United States,"Operations Manager, Originations",$60k - $200k,operations,7mo
BitMEX,https://web3.career/senior-compliance-officer-fcc-bitmex/1129,"Singapore,
Singapore","Senior Compliance Officer, FCC",,compliance:senior,7mo
BitMEX,https://web3.career/it-support-engineer-tier-2-bitmex/1128,"Hong Kong,
Hong Kong",IT Support Engineer (Tier 2),$90k - $140k,dev:customer support,7mo
BitMEX,https://web3.career/senior-software-engineer-digital-and-creative-bitmex/1127,"Hong Kong,
Hong Kong",Senior Software Engineer - Digital and Creative,$70k - $180k,dev:senior:react,7mo
BitMEX,https://web3.career/senior-communications-manager-bitmex/1125,"Vancouver,
Canada",Senior Communications Manager,$46k - $109k,marketing:non tech:senior,7mo
Coinme,https://web3.career/senior-java-software-engineer-payments-remote-coinme/1120,"Seattle,
United States",Senior Java Software Engineer - Payments (Remote),$35k - $180k,remote:dev:java:senior:golang,7mo
Amun 21Shares,https://web3.career/marketing-coordinator-tokens-amun/1118,"New York,
United States","Marketing Coordinator, Tokens",$45k - $130k,marketing:non tech,7mo
Ethereum,https://web3.career/people-operations-lead-ethereum/1111,Remote,People Operations Lead,,lead:operations:ethereum:remote,7mo
Ethereum,https://web3.career/executive-assistant-ethereum/1110,Remote,Executive Assistant,$79k - $158k,executive:ethereum:remote,7mo
Ethereum,https://web3.career/chief-of-staff-bizops-generalist-ethereum/1109,Remote,Chief of Staff / BizOps Generalist,,executive:recruiter:non tech:ethereum:remote,7mo
Centurion Group,https://web3.career/representant-televente-service-a-la-clientele-centuriongroup/1108,Lebanon,Représentant télévente/service à la clientèle,,,7mo
Chilipay Limited,https://web3.career/partnerships-executive-madrid-london-chiliz/1107,"Madrid,
Spain",Partnerships Executive (Madrid/London),$40k - $150k,sales:non tech:executive,7mo
Future Africa,https://web3.career/research-associate-futureafricanew/1106,Victoria Island,Research Associate,,,7mo
Syntropy,https://web3.career/chief-of-staff-syntropynet/1105,Remote,Chief of Staff,,executive:recruiter:non tech:remote,7mo
JaJa Finance Ltd,https://web3.career/engineering-squad-lead-jajafinance/1104,"London,
United Kingdom",Engineering Squad Lead,$30k - $180k,lead:java,7mo
TORA Trading Services Limited,https://web3.career/java-developer-tora/1103,Romania,Java Developer,$33k - $140k,dev:java,7mo
Syntropy,https://web3.career/it-project-manager-syntropynet/1102,Remote,IT Project Manager,$56k - $150k,project manager:non tech:remote,7mo
