Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
Ripple,https://web3.career/senior-manager-accounting-operations-ripple/19818,"San Francisco,
United States","Senior Manager, Accounting Operations",,accounting:operations:senior,3mo
Okcoin,https://web3.career/software-engineer-new-grad-okcoin/19817,"San Francisco,
United States","Software Engineer, New Grad",$33k - $140k,dev:java,3mo
Coin Metrics,https://web3.career/ux-ui-designer-coinmetrics/19816,"Boston,
United States",UX/UI Designer,$45k - $135k,design:non tech:javascript,3mo
BlockFi,https://web3.career/global-operations-sr-manager-east-coast-blockfi/19815,"New York,
United States",Global Operations Sr. Manager (East Coast),,operations:senior,3mo
BlockFi,https://web3.career/fraud-operations-analyst-blockfi/19814,"New York,
United States",Fraud Operations Analyst,,analyst:security:operations,3mo
BlockFi,https://web3.career/director-of-fraud-blockfi/19813,"New York,
United States",Director of Fraud,$95k - $250k,executive:security,3mo
BlockFi,https://web3.career/transaction-monitoring-manager-blockfi/19810,"New York,
United States",Transaction Monitoring Manager,,,3mo
BlockFi,https://web3.career/aml-investigations-analyst-blockfi/19808,"New York,
United States",AML Investigations Analyst,$40k - $120k,analyst,3mo
Anchorage Digital,https://web3.career/member-of-design-team-senior-product-designer-us-anchorage/19804,Remote,"Member of Design Team, Senior Product Designer - US",$60k - $120k,design:non tech:senior:remote,3mo
Chainlink Labs,https://web3.career/hris-analyst-chainlink/19803,Remote,HRIS Analyst,$45k - $120k,analyst:remote,3mo
PolySign & Standard Custody,https://web3.career/senior-abc-engineer-polysign/19801,"San Francisco,
United States",Senior ABC Engineer,$120k - $210k,dev:senior:rust,3mo
Energi Core Limited,https://web3.career/audio-visual-producer-energicorelimited/19800,"Seattle,
United States",Audio / Visual Producer,$70k - $158k,ethereum:nft,3mo
BlockFi,https://web3.career/client-relationship-manager-emea-blockfi/19799,"London,
United Kingdom",Client Relationship Manager (EMEA),$45k - $130k,marketing:non tech,3mo
BlockFi,https://web3.career/client-relationship-manager-apac-blockfi/19798,"Singapore,
Singapore",Client Relationship Manager (APAC),$45k - $130k,marketing:non tech,3mo
BlockFi,https://web3.career/pr-communications-associate-blockfi/19796,"New York,
United States",PR & Communications Associate,$45k - $130k,marketing:non tech,3mo
Autograph,https://web3.career/head-of-drop-design-drop-architecture-autograph/19795,"Santa Monica,
United States",Head of Drop Design & Drop Architecture,,executive:design:non tech:nft,3mo
Aquanow,https://web3.career/blockchain-engineer-aquanow/19794,"Vancouver,
Canada",Blockchain Engineer,$0k,dev:blockchain:node:java:golang,3mo
DAZN,https://web3.career/junior-rights-manager-dach-m-f-d-dazn/19793,"Munich,
Germany",Junior Rights Manager - DACH m/f/d,$39k - $56k,junior:entry level:remote,3mo
Akash Network,https://web3.career/content-marketing-associate-akashnetwork/19792,Remote,Content Marketing Associate,$25k - $120k,marketing:non tech:remote,3mo
Vidaloop,https://web3.career/senior-software-engineer-android-vidaloop/19791,Remote,"Senior Software Engineer, Android",,remote:android:mobile:dev:senior,3mo
PolySign & Standard Custody,https://web3.career/abc-team-lead-polysign/19790,"San Francisco,
United States",ABC Team Lead,$100k - $220k,lead:rust,3mo
Floating Point Group,https://web3.career/legal-counsel-regulatory-affairs-fpg/19789,Remote,"Legal Counsel, Regulatory Affairs",,legal:remote,3mo
Foundry,https://web3.career/technical-internship-program-application-foundrydigital/19788,"New York,
United States",Technical Internship Program Application,,intern:entry level,3mo
BlockFi,https://web3.career/director-of-call-center-operations-blockfi/19787,"New York,
United States",Director of Call Center Operations,$150k - $230k,executive:operations,3mo
Ripple,https://web3.career/full-stack-software-engineer-summer-2022-intern-ripple/19786,"San Francisco,
United States",Full-Stack Software Engineer (Summer 2022 Intern),$60k,dev:full stack:intern:entry level:ruby,3mo
GSR,https://web3.career/2022-graduate-program-product-analyst-london-gsr/19785,"London,
United Kingdom","2022 Graduate Program - Product Analyst, London",$20k - $30k,analyst:intern:entry level:react,3mo
t2.world,https://web3.career/lead-backend-engineer-t2-world/19774,Remote,Lead Backend Engineer,$100k - $180k,backend:dev:lead:remote,3mo
nft42,https://web3.career/sr-accountant-nft42/19776,"San Francisco,
United States",Sr. Accountant,,accounting:senior:nft,3mo
Foundry,https://web3.career/director-of-software-engineering-foundrydigital/19775,"New York,
United States",Director of Software Engineering,$200k - $400k,executive:dev:react:react native:javascript,3mo
NFTGo,https://web3.career/nft-data-analyst-researcher-nftgo/19773,"Los Angeles,
United States",NFT Data Analyst/Researcher,$0k,analyst:data science:nft,3mo
Chainalysis,https://web3.career/field-marketing-manager-latam-chainalysis/19771,"Miami,
United States","Field Marketing Manager, LATAM",$45k - $130k,marketing:non tech,3mo
Binance,https://web3.career/legal-counsel-financial-services-regulatory-western-europe-binance/19770,Remote,Legal Counsel (Financial Services - Regulatory) Western Europe,,legal:finance:remote,3mo
Exodus.io,https://web3.career/engineering-lead-web3-exodus-io/19769,Remote,Engineering Lead (Web3),$95k - $200k,remote:lead,3mo
Ripple,https://web3.career/sdr-manager-ripple/19766,"San Francisco,
United States",SDR Manager,,,3mo
NEAR,https://web3.career/product-lead-protocol-near/19765,"San Francisco,
United States","Product Lead, Protocol",$60k - $200k,lead,3mo
