Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
super studios,https://web3.career/director-of-programming-youtube-super-studios/8707,"Los Angeles,
United States","Director of Programming, YouTube",$63k - $180k,executive:nft,6mo
Zero Hash,https://web3.career/cryptocurrency-settlement-and-operations-remote-european-hours-zero-hash/8705,GB,Cryptocurrency Settlement and Operations (Remote - European Hours),,remote:operations:crypto:node,6mo
Zero Hash,https://web3.career/cryptocurrency-settlement-and-operations-remote-european-hours-zero-hash/8706,GB,Cryptocurrency Settlement and Operations (Remote - European Hours),,remote:operations:crypto:node,6mo
Emurgo,https://web3.career/product-designer-emurgo/8704,Remote,Product Designer,$50k - $135k,design:non tech:remote,6mo
Nexo,https://web3.career/spontaneous-application-nexo/8702,"Sofia,
Bulgaria",Spontaneous Application,,,6mo
Nexo,https://web3.career/spontaneous-application-nexo/8703,"Sofia,
Bulgaria",Spontaneous Application,,,6mo
LATOKEN,https://web3.career/product-manager-of-content-production-and-distribution-latoken/8701,Remote,Product Manager of Content Production and Distribution,,product manager:non tech:react:remote,6mo
LATOKEN,https://web3.career/liquidity-support-manager-market-making-latoken/8700,RU,Liquidity Support Manager (Market Making),,sales:non tech:customer support,6mo
LATOKEN,https://web3.career/forensic-analyst-latoken/8699,"London,
United Kingdom",Forensic Analyst,$40k - $120k,analyst,6mo
LATOKEN,https://web3.career/product-manager-investment-platform-latoken/8698,"London,
United Kingdom",Product Manager Investment Platform,,finance:product manager:non tech,6mo
LATOKEN,https://web3.career/dapps-dex-developer-latoken/8697,Remote,dApps/DEX Developer,$80k - $170k,dev:solidity:remote,6mo
Emurgo,https://web3.career/head-of-engineering-cardano-emurgo/8696,Remote,Head of Engineering - Cardano,$79k - $180k,executive:nft:remote,6mo
Emurgo,https://web3.career/full-stack-mobile-developer-emurgo/8695,Remote,Full Stack Mobile Developer,,dev:full stack:mobile:react:react native,6mo
Emurgo,https://web3.career/business-development-manager-emurgo/8694,Remote,Business Development Manager,$29k - $108k,sales:non tech:remote,6mo
LATOKEN,https://web3.career/social-media-manager-and-designer-latoken/8693,"London,
United Kingdom",Social Media Manager and Designer,,design:non tech:social media,6mo
Adoc Talent Management,https://web3.career/researcher-crypto-compliance-officer-m-f-adoc-tm/8692,"Paris,
France",Researcher/Crypto Compliance Officer M/F,,compliance:crypto,6mo
LATOKEN,https://web3.career/head-of-growth-operations-latoken/8691,"London,
United Kingdom",Head of Growth Operations,$70k - $158k,executive:marketing:non tech:operations,6mo
Immunefi,https://web3.career/hacker-evangelist-immunefi/8690,Remote,Hacker Evangelist,$60k - $160k,solidity:rust:remote,6mo
DreamView,https://web3.career/suku-product-marketing-specialist-growth-hacker-recruitable/8689,"San Francisco,
United States",SUKU - Product Marketing Specialist / Growth Hacker,$48k - $120k,marketing:non tech:ethereum,6mo
Transak,https://web3.career/devops-engineer-transak-inc/8688,"Bangalore,
India",DevOps Engineer,$70k - $180k,devops:dev,6mo
LATOKEN,https://web3.career/sales-executive-latoken/8687,"London,
United Kingdom",Sales Executive,$40k - $150k,executive:sales:non tech,6mo
Flipside Crypto,https://web3.career/director-data-science-flipsidecrypto/8686,"Boston,
United States","Director, Data Science",,data science:executive,6mo
LATOKEN,https://web3.career/sales-manager-latoken/8685,Remote,Sales Manager,$29k - $108k,sales:non tech:remote,6mo
super studios,https://web3.career/director-manager-social-media-content-super-studios/8684,"Los Angeles,
United States","Director/Manager, Social Media & Content",$45k - $150k,executive:social media:non tech:nft,6mo
World Mobile,https://web3.career/world-mobile-copywriter-marketing-world-mobile/8683,"London,
United Kingdom","World Mobile Copywriter, Marketing",$25k - $96k,copywriting:marketing:non tech:mobile,6mo
Centrifuge,https://web3.career/security-dev-ops-engineer-centrifuge/8682,"Berlin,
Germany",Security & Dev Ops Engineer,$95k - $250k,dev:devops:security:ruby,6mo
Flipside Crypto,https://web3.career/head-of-finance-flipsidecrypto/8681,"Boston,
United States",Head of Finance,$90k - $200k,executive:finance,6mo
Nexo,https://web3.career/country-ambassador-nexo/8680,Remote,Country Ambassador,$56k - $160k,remote,6mo
Zero Hash,https://web3.career/security-engineer-zero-hash/8679,US,Security Engineer,$95k - $250k,dev:security,6mo
Immunefi,https://web3.career/defi-security-analyst-immunefi/8678,Remote,DeFi Security Analyst,,analyst:security:defi:solidity:rust,6mo
Infinite Capital,https://web3.career/senior-solidity-engineer-infinite-capital/8677,Brooklyn US,Senior Solidity Engineer,$80k - $200k,dev:senior:solidity:ethereum,6mo
Emurgo,https://web3.career/head-of-engineering-enterprise-emurgo/8676,Remote,Head of Engineering Enterprise,$79k - $200k,executive:remote,6mo
Bitwave,https://web3.career/senior-enterprise-sales-account-executive-bitwave/8675,"San Francisco,
United States",Senior Enterprise Sales Account Executive,$40k - $150k,executive:sales:non tech:senior,6mo
Opera,https://web3.career/product-marketing-manager-crypto-products-opera/8674,"Oslo,
Norway","Product Marketing Manager, Crypto Products",$46k - $140k,marketing:non tech:crypto,6mo
Floating Point Group,https://web3.career/business-development-representative-floating-point-group/8673,Hoboken US,Business Development Representative,$26k - $140k,sales:non tech,6mo
