Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
The Block,https://web3.career/senior-director-of-memberships-account-management-theblockcrypto/25128,Remote,"Senior Director of Memberships, Account Management",$95k - $250k,executive:senior:remote,25d
The Block,https://web3.career/senior-account-executive-new-business-theblockcrypto/25127,Remote,"Senior Account Executive, New Business",$95k - $250k,executive:senior:remote,25d
The Block,https://web3.career/senior-devops-engineer-theblockcrypto/25126,Remote,Senior DevOps Engineer,$120k - $200k,devops:dev:senior:remote,25d
The Block,https://web3.career/director-data-engineering-theblockcrypto/25125,Remote,"Director, Data Engineering",$79k - $200k,executive:remote,25d
The Block,https://web3.career/associate-director-events-theblockcrypto/25124,"New York,
United States","Associate Director, Events",$70k - $180k,executive,25d
The Block,https://web3.career/venture-capital-deals-reporter-theblockcrypto/25123,Remote,Venture Capital & Deals Reporter,$40k - $100k,finance:remote,25d
The Block,https://web3.career/venture-capital-deals-reporter-theblockcrypto/25122,Remote,Venture Capital & Deals Reporter,$40k - $100k,finance:remote,25d
The Block,https://web3.career/venture-capital-deals-reporter-theblockcrypto/25121,Remote,Venture Capital & Deals Reporter,$40k - $100k,finance:remote,25d
The Block,https://web3.career/policy-regulation-reporter-theblockcrypto/25120,"Brussels,
Belgium",Policy & Regulation Reporter,,,25d
The Block,https://web3.career/policy-regulation-reporter-theblockcrypto/25119,"London,
United Kingdom",Policy & Regulation Reporter,,,25d
The Block,https://web3.career/policy-regulation-reporter-theblockcrypto/25118,"Washington,
United States",Policy & Regulation Reporter,,,25d
The Block,https://web3.career/policy-regulation-editor-theblockcrypto/25117,"Washington,
United States",Policy & Regulation Editor,,,25d
SwissBorg,https://web3.career/ukraine-fast-track-application-swissborg/25116,Remote,Ukraine Fast Track Application,$56k - $160k,remote,25d
SwissBorg,https://web3.career/gaming-guild-community-manager-remote-swissborg/25115,"Lisbon,
Portugal",Gaming Guild Community Manager (Remote),$40k - $101k,remote:community manager:non tech:game dev:nft,25d
SwissBorg,https://web3.career/senior-product-manager-invest-with-purpose-remote-swissborg/25114,Switzerland,Senior Product Manager - Invest With Purpose (Remote),$115k - $175k,remote:product manager:non tech:senior,25d
SwissBorg,https://web3.career/social-media-specialist-manager-swissborg/25113,Europe,Social Media Specialist/Manager,$33k - $85k,social media:non tech,25d
SwissBorg,https://web3.career/regulatory-compliance-specialist-remote-swissborg/25112,"Lisbon,
Portugal",Regulatory Compliance Specialist (Remote),,compliance:legal:remote,25d
SwissBorg,https://web3.career/treasury-manager-swissborg/25111,"Edmonton,
Canada",Treasury Manager,$40k - $150k,finance,25d
SwissBorg,https://web3.career/engineering-manager-remote-swissborg/25110,"Barcelona,
Spain",Engineering Manager (Remote),$79k - $200k,executive:remote,25d
SwissBorg,https://web3.career/junior-scala-engineer-remote-swissborg/25109,Lausanne,Junior Scala Engineer (Remote),$39k - $56k,remote:dev:junior:entry level:scala,25d
SwissBorg,https://web3.career/financial-controller-swissborg/25108,"Amsterdam,
Netherlands",Financial Controller,,legal:finance,25d
SwissBorg,https://web3.career/payments-operations-manager-swissborg/25107,"Lisbon,
Portugal",Payments Operations Manager,$60k - $200k,operations,25d
SwissBorg,https://web3.career/payments-officer-swissborg/25106,"Buenos Aires,
Argentina",Payments Officer,,finance:legal,25d
SwissBorg,https://web3.career/payments-officer-swissborg/25105,São Paulo,Payments Officer,,finance:legal,25d
SwissBorg,https://web3.career/payments-officer-swissborg/25104,"Bogota,
Colombia",Payments Officer,,finance:legal,25d
SwissBorg,https://web3.career/customer-support-manager-swissborg/25103,"Lisbon,
Portugal",Customer Support Manager,$40k - $80k,customer support,25d
SwissBorg,https://web3.career/junior-kyc-analyst-swissborg/25102,São Paulo,Junior KYC analyst,,kyc:analyst:junior:entry level,25d
SwissBorg,https://web3.career/junior-kyc-analyst-swissborg/25101,"Buenos Aires,
Argentina",Junior KYC analyst,,kyc:analyst:junior:entry level,25d
SwissBorg,https://web3.career/junior-kyc-analyst-swissborg/25100,"Bogota,
Colombia",Junior KYC analyst,,kyc:analyst:junior:entry level,25d
SwissBorg,https://web3.career/spanish-community-advisor-remote-swissborg/25099,"Madrid,
Spain",Spanish Community Advisor (Remote),$40k - $101k,remote:community manager:non tech,25d
SwissBorg,https://web3.career/german-relationship-manager-remote-swissborg/25098,"Vienna,
Austria",German Relationship Manager (Remote),$25k - $120k,remote:marketing:non tech,25d
SwissBorg,https://web3.career/german-community-advisor-remote-swissborg/25097,"Lisbon,
Portugal",German Community Advisor (Remote),$40k - $101k,remote:community manager:non tech,25d
SwissBorg,https://web3.career/french-community-advisor-remote-swissborg/25096,"Lisbon,
Portugal",French Community Advisor (Remote),$40k - $101k,remote:community manager:non tech,25d
SwissBorg,https://web3.career/influencer-marketing-specialist-remote-french-swissborg/25095,Europe,Influencer Marketing Specialist (Remote - French),$25k - $120k,remote:marketing:non tech,25d
SwissBorg,https://web3.career/influencer-marketing-specialist-remote-english-swissborg/25094,Europe,Influencer Marketing Specialist (Remote - English),$25k - $120k,remote:marketing:non tech,25d
