Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
Kraken Digital Asset Exchange,https://web3.career/business-admin-for-the-director-of-compliance-kraken/14051,"San Francisco,
United States",Business Admin for the Director of Compliance,,compliance:executive,5mo
Sygnum Bank AG,https://web3.career/security-operations-engineer-zurich-or-lausanne-sygnum/14050,Switzerland,"Security Operations Engineer, Zurich or Lausanne",,dev:operations:security:ethereum,5mo
Autonomous,https://web3.career/constant-growth-fresher-autonomous/14047,Remote,[Constant] Growth Fresher,$55k - $140k,marketing:non tech:nft:remote,5mo
SwissBorg,https://web3.career/senior-product-designer-remote-swissborg/14046,Remote,Senior Product Designer (Remote),$50k - $135k,remote:design:non tech:senior,5mo
ModSquad,https://web3.career/content-moderation-nft-related-discord-community-modsquad/14044,Remote,Content Moderation - NFT-related Discord Community,$35k - $101k,community manager:non tech:nft:remote,5mo
MetaMask,https://web3.career/sr-blockchain-engineer-truffle-developer-experience-tooling-metamask/14043,United States,Sr. Blockchain Engineer (Truffle Developer Experience & Tooling),$80k - $200k,dev:senior:blockchain:solidity:ethereum,5mo
Binance,https://web3.career/java-developer-europe-binance/14042,Remote,Java Developer (Europe),$35k - $180k,dev:java:remote,5mo
Next Big Thing AG,https://web3.career/junior-social-media-manager-f-m-x-nextbigthing/14041,"Berlin,
Germany",Junior Social Media Manager (f/m/x),,junior:entry level:social media:non tech:remote,5mo
Pocket Worlds,https://web3.career/frontend-developer-pocketworlds/14038,Remote,Frontend Developer,$50k - $144k,dev:front end:react:nft:javascript,5mo
Web3 Foundation,https://web3.career/security-operations-engineer-web3foundation/14035,"Zug,
Switzerland",Security Operations Engineer,,dev:operations:security:rust,5mo
Cake Pte Ltd,https://web3.career/product-manager-cakedefi/14034,"Singapore,
Singapore",Product Manager,$69k - $160k,product manager:non tech,5mo
Sygnum Bank AG,https://web3.career/senior-project-manager-sygnum/14033,"Singapore,
Singapore",Senior Project Manager,,project manager:non tech:senior:ethereum,5mo
Immutable,https://web3.career/talent-acquisition-lead-people-ops-finance-immutable/14032,"Sydney,
Australia","Talent Acquisition Lead (People, Ops & Finance)",,finance:lead:recruiter:non tech:ethereum,5mo
Chainlink Labs,https://web3.career/strategic-programs-manager-chainlink/14031,Remote,Strategic Programs Manager,$56k - $160k,remote,5mo
Ondo Finance,https://web3.career/senior-front-end-engineer-web3-ondofinance/14028,Remote,Senior Front-End Engineer (Web3),$70k - $190k,dev:front end:senior:remote,5mo
RECUR,https://web3.career/associate-art-director-remote-recur/14027,"Los Angeles,
United States",Associate Art Director (Remote),$79k - $158k,remote:executive:ethereum:nft,5mo
Okcoin,https://web3.career/vendor-management-program-manager-okcoin/14026,"San Francisco,
United States",Vendor Management Program Manager,$70k - $180k,executive,5mo
BitGo,https://web3.career/office-manager-bitgo/14025,"Palo Alto,
United States",Office Manager,,,5mo
Koinly,https://web3.career/customer-support-specialist-crypto-remote-australia-koinly/14024,Australia,Customer Support Specialist/ Crypto / Remote / Australia,$25k - $35k,remote:customer support:crypto,5mo
Jambb,https://web3.career/video-content-editor-jambb/14023,"Boston,
United States",Video Content Editor,,copywriting:video,5mo
OpenSea,https://web3.career/social-media-associate-cx-opensea/14019,Remote,"Social Media Associate, CX",$35k - $110k,social media:non tech:remote,5mo
project44,https://web3.career/enterprise-account-executive-3457705-enterprise-account-executive/14013,Remote,Enterprise Account Executive,$79k - $200k,executive:remote,5mo
AccelOne,https://web3.career/sr-wordpress-developer-accelone/14012,Remote,Sr. WordPress Developer,,dev:senior:wordpress:remote,5mo
Flexxy,https://web3.career/front-end-developer-amsterdam-react-flexxy/14011,"Amsterdam,
Netherlands",Front-End Developer | Amsterdam | React,$50k - $140k,dev:front end:javascript:react:php,5mo
3XM Group,https://web3.career/data-architect-3xmgroup/14009,Remote,Data Architect,$67k - $300k,architecture:remote,5mo
Ondo Finance,https://web3.career/senior-smart-contract-engineer-evm-ecosystem-layer-2-technical-lead-ondofinance/14008,Remote,Senior Smart Contract Engineer (EVM Ecosystem/Layer 2) — Technical Lead,$140k - $220k,dev:lead:senior:tech lead:smart contract,5mo
BlockFi,https://web3.career/senior-director-of-engineering-client-fraud-identity-risk-blockfi/14006,"New York,
United States","Senior Director of Engineering, Client Fraud & Identity Risk",$95k - $250k,executive:security:senior,5mo
Heretic,https://web3.career/senior-director-strategy-heretic-fund/14004,"San Francisco,
United States","Senior Director, Strategy",$46k - $110k,executive:senior,5mo
Ondo Finance,https://web3.career/senior-smart-contract-engineer-solidity-ondofinance/14003,Remote,Senior Smart Contract Engineer (Solidity),$120k - $250k,dev:senior:smart contract:solidity:remote,5mo
ETHGlobal,https://web3.career/backend-engineer-ethglobal/14002,Remote,Backend Engineer,$60k - $180k,backend:dev:remote,5mo
CoinDesk & TradeBlock Opportunities,https://web3.career/director-of-recruiting-tradeblock-coindesk/13984,United States,"Director of Recruiting, TradeBlock",,executive:recruiter:non tech,5mo
Sygnum Bank AG,https://web3.career/senior-site-reliability-engineer-sygnum/13982,Switzerland,Senior Site Reliability Engineer,$150k - $200k,dev:sys admin:senior:ethereum:java,5mo
OpenSea,https://web3.career/security-engineer-opensea/13980,Remote,Security Engineer,$95k - $250k,dev:security:remote,5mo
Consensys,https://web3.career/site-reliability-engineer-consensys/13978,Remote,Site Reliability Engineer,,dev:sys admin:ethereum:remote,5mo
Consensys,https://web3.career/executive-assistant-us-west-coast-consensys/13977,Remote,Executive Assistant (US West Coast),$79k - $158k,executive:ethereum:remote,5mo
