Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
Voodoo,https://web3.career/global-payroll-officer-voodoo/24308,"Paris,
France",Global Payroll Officer,$25k - $150k,accounting,1mo
Virtually Human Studio,https://web3.career/full-stack-engineer-react-node-remote-vhslab/24307,APAC,Full Stack Engineer - React/Node (Remote),$70k - $200k,remote:dev:full stack:javascript:node,1mo
Binance,https://web3.career/senior-finance-manager-m-a-binance/24306,Europe,"Senior Finance Manager, M&A",$50k - $150k,finance:senior,1mo
Voodoo,https://web3.career/game-artist-hyper-casual-games-voodoo/24305,"Warsaw,
Poland",Game Artist - Hyper Casual Games,$50k - $150k,game dev,1mo
Synapse International,https://web3.career/staff-smart-contract-engineer-synapseint/24304,Remote,Staff Smart Contract Engineer,$80k - $200k,dev:smart contract:remote:solidity:solana,1mo
Virtually Human Studio,https://web3.career/blockchain-engineer-remote-vhslab/24303,United States,Blockchain Engineer (Remote),$70k - $190k,remote:dev:blockchain:solidity:nft,1mo
Coin Metrics,https://web3.career/frontend-software-engineer-coinmetrics/24302,"Boston,
United States",Frontend Software Engineer,$50k - $144k,dev:front end:react:javascript,1mo
Paradigm,https://web3.career/growth-paradigm-portfolio-paradigm-xyz/24301,Remote,Growth - Paradigm Portfolio,$50k - $100k,finance:marketing:non tech:remote,1mo
Voodoo,https://web3.career/lead-creative-manager-voodoo/24300,"Paris,
France",Lead Creative Manager,$60k - $200k,lead,1mo
Binance,https://web3.career/events-manager-brazil-binance/24299,"Sao Paulo,
Brazil",Events Manager - Brazil,,events manager:non tech,1mo
GSR,https://web3.career/software-engineer-vice-president-cryptocurrency-trading-london-gsr/24298,"London,
United Kingdom","Software Engineer, Vice President - Cryptocurrency Trading - London",$60k - $160k,dev:crypto,1mo
Burnt Finance,https://web3.career/strategic-finance-associate-burnt/24297,"New York,
United States",Strategic Finance Associate,$40k - $150k,finance,1mo
Alchemy,https://web3.career/product-marketing-manager-alchemy-amplify-alchemy/24296,Remote,Product Marketing Manager: Alchemy Amplify,$25k - $120k,marketing:non tech:remote,1mo
Binance,https://web3.career/product-manager-nft-trading-binance/24295,Europe,Product Manager (NFT) - Trading,$69k - $160k,product manager:non tech:nft,1mo
Ianuly Talent Accelerators,https://web3.career/full-stack-defi-developer-ianulytalentaccelerators/24294,"New York,
United States",Full Stack Defi Developer,$93k - $150k,dev:full stack:defi:react,1mo
Floating Point Group,https://web3.career/business-development-executive-singapore-fpg/24293,"Singapore,
Singapore",Business Development Executive - Singapore,$40k - $150k,sales:non tech:executive,1mo
frens,https://web3.career/full-stack-engineer-for-blockchain-startup-nodejs-discord-blockchain-frens/24291,"Los Angeles,
United States",Full Stack Engineer for Blockchain Startup (Nodejs + Discord + Blockchain),$40k - $80k,dev:full stack:javascript:node:blockchain,1mo
Paradigm,https://web3.career/communications-paradigm-portfolio-paradigm-xyz/24290,Remote,Communications - Paradigm Portfolio,$40k - $100k,finance:remote,1mo
Hydraswap,https://web3.career/crypto-researcher-cum-content-writer-hydraswap/24288,"Singapore,
Singapore",Crypto Researcher cum Content Writer,$0k,copywriting:crypto:nft,1mo
ModSquad,https://web3.career/engagement-moderation-content-moderation-discord-nft-company-modsquad/24287,United States,"Engagement Moderation, Content Moderation (Discord) - NFT Company",$55k - $150k,nft,1mo
Parcl,https://web3.career/ui-ux-designer-parcl/24286,"New York,
United States",UI/UX Designer,$45k - $135k,design:non tech:javascript,1mo
Binance,https://web3.career/product-manager-nft-platform-ability-binance/24285,Europe,Product Manager (NFT) - Platform ability,$69k - $160k,product manager:non tech:nft,1mo
Global Income Coin,https://web3.career/senior-compliance-analyst-globalincomecoin/24284,,Senior Compliance Analyst,,compliance:analyst:senior:react,1mo
Parcl,https://web3.career/engineer-journalist-parcl/24282,Remote,Engineer Journalist,$60k - $180k,dev:remote:javascript,1mo
Parcl,https://web3.career/data-scientist-senior-data-scientist-parcl/24281,"New York,
United States",Data Scientist/Senior Data Scientist,,data science:senior:ethereum,1mo
Gemini,https://web3.career/senior-end-user-support-engineer-gemini/24280,"Chicago,
United States",Senior End User Support Engineer,,dev:senior:customer support,1mo
PureStake,https://web3.career/blockchain-developer-relations-engineer-purestake/24279,"Boston,
United States",Blockchain Developer Relations Engineer,$0k,customer support:dev:blockchain:solidity:ethereum,1mo
Oasis Protocol Foundation,https://web3.career/webflow-developer-designer-oasisnetwork/24278,"London,
United Kingdom",Webflow Developer / Designer,$80k - $150k,design:non tech:dev:javascript,1mo
Paradigm,https://web3.career/product-paradigm-portfolio-paradigm-xyz/24277,Remote,Product - Paradigm Portfolio,$40k - $100k,finance:remote,1mo
Crystal Blockchain Analytics,https://web3.career/product-marketing-manager-crystal-blockchain-crystal/24276,"Amsterdam,
Netherlands",Product Marketing Manager (Crystal Blockchain),$13k - $100k,marketing:non tech:blockchain,1mo
Webstacks,https://web3.career/sr-technical-project-manager-webstacks/24275,"San Diego,
United States",Sr. Technical Project Manager,,project manager:non tech:senior:react,1mo
CANDY,https://web3.career/engineering-internship-summer-2022-candy/24274,"New York,
United States",Engineering Internship (Summer 2022),$18k - $28k,intern:entry level:react:nft,1mo
Paradigm,https://web3.career/people-ops-paradigm-portfolio-paradigm-xyz/24273,Remote,People Ops - Paradigm Portfolio,$40k - $100k,finance:remote,1mo
Roxe,https://web3.career/controller-roxe/24268,"New York,
United States",Controller,$24k - $140k,legal,1mo
nft now,https://web3.career/head-of-marketing-nft-now/24267,NY Brooklyn US,Head of Marketing,$70k - $158k,executive:marketing:non tech:nft,1mo
