Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
Hashstack Finance,https://web3.career/blockchain-product-manager-hashstack/17369,"Bengaluru,
India",Blockchain Product Manager,$19k - $35k,product manager:non tech:blockchain,3mo
Polygon,https://web3.career/labs-operations-lead-polygon/17367,Remote,Labs Operations Lead,,lead:operations:remote:ethereum,3mo
Formfunction,https://web3.career/founding-engineer-formfunction/17366,Remote,Founding Engineer,$90k - $180k,dev:remote:solana,3mo
Formfunction,https://web3.career/community-manager-formfunction/17365,Remote,Community Manager,$40k - $101k,community manager:non tech:remote:nft:solana,3mo
Thesis*,https://web3.career/peopleops-assistant-thesis/17364,Remote,PeopleOps Assistant,$56k - $160k,remote,3mo
Sygnum Bank AG,https://web3.career/information-security-risk-manager-sygnum/17360,Switzerland,Information Security Risk Manager,$95k - $200k,security,3mo
Immunefi,https://web3.career/content-writer-immunefi/17359,Remote,Content Writer,,copywriting:solidity:remote,3mo
Brú Finance,https://web3.career/junior-blockchain-developer-bru-finance/17358,"Rasht,
Iran",Junior Blockchain Developer,$109k - $11k,dev:junior:entry level:blockchain:web3js,3mo
SupraOracles - Join Our Ambassador Program,https://web3.career/discord-ambassador-ambassadors/17357,Remote,Discord Ambassador,$56k - $160k,remote,3mo
Hydraswap,https://web3.career/blockchain-protocol-engineer-hydraswap/17356,"Singapore,
Singapore",Blockchain Protocol Engineer,$0k,dev:blockchain:solidity:javascript:rust,3mo
Stacks Foundation,https://web3.career/design-lead-remote-stacksfoundation/17355,"New York,
United States",Design Lead (Remote),$50k - $135k,remote:design:non tech:lead,3mo
Hydraswap,https://web3.career/crypto-research-analyst-hydraswap/17354,"Singapore,
Singapore",Crypto Research Analyst,$0k,analyst:crypto,3mo
Nuri,https://web3.career/customer-support-agent-nuri/17353,"Berlin,
Germany",Customer Support Agent,$40k - $80k,customer support:remote,3mo
Sygnum Bank AG,https://web3.career/assistant-relationship-manager-funds-hedge-funds-100-sygnum/17352,Switzerland,Assistant Relationship Manager – Funds / Hedge Funds (100%),$48k - $120k,marketing:non tech:ethereum,3mo
Mindcluster Group,https://web3.career/frontend-software-developer-mindcluster/17351,"Hong Kong,
Hong Kong",Frontend Software Developer,$50k - $144k,dev:front end:react:javascript,3mo
Splinterlands,https://web3.career/executive-administrative-assistant-remote-splinterlands/17350,"Philadelphia,
United States",Executive Administrative Assistant (Remote),$79k - $200k,remote:executive,3mo
Next Big Thing AG,https://web3.career/co-founder-and-cpo-f-m-x-nextbigthing/17349,"Berlin,
Germany",Co-Founder and CPO (f/m/x),$79k - $200k,executive:remote,3mo
NFT.Kred,https://web3.career/senior-python-developer-nft-kred/17348,Remote,Senior Python Developer,$150k - $200k,dev:python:senior:remote,3mo
SupraOracles,https://web3.career/technical-recruiter-supraoracles/17347,United States,Technical Recruiter,$40k - $70k,recruiter:non tech,3mo
OpenSea,https://web3.career/visual-designer-opensea/17346,Remote,Visual Designer,$50k - $135k,design:non tech:remote,3mo
OpenSea,https://web3.career/animator-opensea/17345,Remote,Animator,,video:remote,3mo
Bitgreen,https://web3.career/crypto-sustainability-bitgreen/17344,"Miami,
United States",Crypto+Sustainability,$0k,crypto,3mo
Centre,https://web3.career/risk-and-compliance-senior-manager-centre/17343,"New York,
United States",Risk and Compliance Senior Manager,,compliance:senior,3mo
Next Big Thing AG,https://web3.career/cto-and-co-founder-f-m-x-for-zero-defects-our-saas-startup-in-the-field-of-industrial-quality-management-nextbigthing/17342,"Berlin,
Germany","CTO and co-founder (f/m/x) for ZERO defects, our SaaS startup in the field of industrial quality management",,executive:saas:remote:cto,3mo
Sygnum Bank AG,https://web3.career/data-solutions-architect-sygnum/17341,Switzerland,Data Solutions Architect,$67k - $180k,architecture,3mo
Polygon,https://web3.career/strategy-lead-polygon/17340,Remote,Strategy Lead,$56k - $118k,lead:remote:ethereum,3mo
Polygon,https://web3.career/partner-success-specialist-polygon/17339,Remote,Partner Success Specialist,$60k - $145k,remote:ethereum,3mo
Polygon,https://web3.career/community-lead-polygon/17338,Remote,Community Lead,$40k - $65k,community manager:non tech:lead:remote:ethereum,3mo
Stealth Crypto NFT Environmental Startup,https://web3.career/game-developer-web-stealth-crypto-nft-environmental-startup/17336,"San Francisco,
United States",Game Developer (Web),$0k,dev:game dev:nft,3mo
Mirana,https://web3.career/quant-researcher-defi-mirana/17335,"Singapore,
Singapore",Quant Researcher (Defi),,defi:nft:java,3mo
Crypto.com,https://web3.career/security-data-architect-crypto-com/17331,"Hong Kong,
Hong Kong",Security Data Architect,,architecture:security:nft:ruby,3mo
Nuri,https://web3.career/senior-performance-marketing-manager-nuri/17330,"Berlin,
Germany",(Senior) Performance Marketing Manager,$46k - $109k,marketing:non tech:senior:remote,3mo
Kraken Digital Asset Exchange,https://web3.career/research-manager-kraken/17329,Remote,Research Manager,$56k - $160k,remote,3mo
Kraken Digital Asset Exchange,https://web3.career/crypto-research-associate-kraken/17328,Remote,Crypto Research Associate,$35k - $150k,crypto:remote,3mo
BSDEX GmbH,https://web3.career/en-head-of-product-w-m-d-remote-3619161-en-head-of-product-w-m-d-remote-at-bsdex-gmbh-utm_source-google_jobs_apply-pid-bce1fbd2f366390046fc/17325,Remote,[EN] Head of Product (w/m/d) Remote,$140k - $180k,executive:remote:product manager:non tech:ethereum,3mo
