Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
Hypebeast,https://web3.career/crypto-editor-hypebeast/17158,"New York,
United States",Crypto Editor,$39k - $140k,crypto,3mo
GSR,https://web3.career/software-engineer-senior-software-engineer-associate-vp-london-gsr/17157,"London,
United Kingdom","Software Engineer / Senior Software Engineer, Associate / VP - London",$60k - $250k,dev:senior:executive:react:java,3mo
GSR,https://web3.career/software-engineer-senior-software-engineer-associate-vp-gsr/17156,"New York,
United States","Software Engineer / Senior Software Engineer, Associate / VP",$60k - $250k,dev:senior:executive:react:java,3mo
QuickNode,https://web3.career/senior-ruby-engineer-quicknode/17150,Remote,Senior Ruby Engineer,$32k - $113k,dev:ruby:senior:remote,3mo
Pilot.com,https://web3.career/vertical-lead-crypto-web3-pilothq/17149,"San Francisco,
United States",Vertical Lead: Crypto / Web3,$30k - $230k,lead:crypto,3mo
Gwapa Gang NFT,https://web3.career/head-of-marketing-gwapa-gang-nft/17148,"Los Angeles,
United States",Head of Marketing,$0k,executive:marketing:non tech:solana:nft,3mo
Immutable,https://web3.career/3d-artist-immutable/17147,"Sydney,
Australia",3D Artist,,vfx:ethereum,3mo
Sygnum Bank AG,https://web3.career/junior-relationship-manager-dlt-fintech-companies-100-sygnum/17146,Switzerland,Junior Relationship Manager DLT & FinTech Companies (100%),$40k - $67k,finance:junior:entry level:marketing:non tech,3mo
Sygnum Bank AG,https://web3.career/associate-ceo-office-sygnum/17142,"Singapore,
Singapore","Associate, CEO Office",$79k - $158k,executive:ethereum,3mo
TaxBit,https://web3.career/staff-blockchain-engineer-taxbit/17141,United States,Staff Blockchain Engineer,$50k - $130k,dev:blockchain:react:solidity:javascript,3mo
Next Big Thing AG,https://web3.career/full-stack-engineer-m-f-x-nextbigthing/17140,"Berlin,
Germany",Full Stack Engineer (m/f/x),$70k - $200k,dev:full stack:remote,3mo
Immutable,https://web3.career/game-designer-mid-senior-immutable/17139,United States,Game Designer (Mid/Senior),$26k - $150k,design:non tech:game dev:senior:ethereum,3mo
BitGo,https://web3.career/product-manager-mobile-bitgo/17138,"Palo Alto,
United States","Product Manager, Mobile",,mobile:product manager:non tech,3mo
BitGo,https://web3.career/product-manager-mobile-bitgo/17137,"New York,
United States","Product Manager, Mobile",,mobile:product manager:non tech,3mo
Advanced Blockchain,https://web3.career/tech-recruiter-blockchain-advanced-blockchain-2/17136,United States,Tech Recruiter - Blockchain,$0k,recruiter:non tech:blockchain,3mo
Gemini,https://web3.career/manager-data-engineering-gemini/17133,"Singapore,
Singapore","Manager, Data Engineering",$33k - $140k,java,3mo
Chainlink Labs,https://web3.career/manager-data-science-analytics-chainlink-labs/17132,United Kingdom,"Manager, Data Science & Analytics",,stats:data science:solidity:nft,3mo
Mycelium,https://web3.career/researcher-myc-xyz/17130,"Melbourne,
Australia",Researcher,$60k - $160k,node,3mo
MetaMask,https://web3.career/ux-researcher-metamask/17128,"San Francisco,
United States",UX Researcher,$80k - $150k,design:non tech:ethereum,3mo
MetaMask,https://web3.career/product-designer-metamask/17127,"San Francisco,
United States",Product Designer,$80k - $150k,design:non tech:ethereum,3mo
Kronos Research,https://web3.career/technical-project-manager-kronosresearch/17126,Remote,Technical Project Manager,$56k - $150k,project manager:non tech:remote,3mo
Dojo Fish NFT,https://web3.career/social-media-manager-and-growth-hacker-dojo-fish-nft/17125,United Kingdom,Social Media Manager and Growth Hacker,$35k - $55k,marketing:non tech:social media:nft,3mo
Mobilum,https://web3.career/marketing-manager-crypto-mobilum-1/17124,"Vancouver,
Canada",Marketing Manager - Crypto,$0k,marketing:non tech:crypto,3mo
RECUR,https://web3.career/sanctions-associate-remote-recur/17122,"Miami,
United States",Sanctions Associate (Remote),$79k - $158k,remote:ethereum:nft,3mo
RECUR,https://web3.career/kyc-associate-remote-recur/17121,"Miami,
United States",KYC Associate (Remote),,kyc:remote:ethereum:nft,3mo
BitGo,https://web3.career/demand-generation-director-bitgo/17120,"Palo Alto,
United States",Demand Generation Director,$70k - $180k,executive,3mo
BitGo,https://web3.career/demand-generation-director-bitgo/17119,"New York,
United States",Demand Generation Director,$70k - $180k,executive,3mo
Mizar,https://web3.career/blockchain-developer-mizar-2/17118,United Kingdom,Blockchain Developer,$100k - $180k,dev:blockchain:solidity:javascript:rust,3mo
Crypto.com,https://web3.career/security-data-architect-us-crypto-com/17117,"Miami,
United States",Security Data Architect (US),,architecture:security:nft:ruby,3mo
Quidax,https://web3.career/product-manager-order-book-and-custody-quidax/17115,Remote,Product Manager Order Book and Custody,$115k - $175k,product manager:non tech:remote,3mo
Genopets,https://web3.career/game-mechanics-designer-genopets/17114,Remote,Game Mechanics Designer,$26k - $150k,design:non tech:game dev:remote:solana,3mo
Genopets,https://web3.career/game-narrative-designer-genopets/17113,Remote,Game Narrative Designer,$26k - $150k,design:non tech:game dev:remote:solana,3mo
Genopets,https://web3.career/3d-technical-artist-genopets/17112,Remote,3D Technical Artist,,vfx:remote:solana,3mo
Monarch Gaming (Genopets),https://web3.career/blockchain-engineer-genopets/17111,"Los Angeles,
United States",Blockchain Engineer,$56k - $160k,dev:blockchain:solana:nft,3mo
Monarch Gaming (Genopets),https://web3.career/full-stack-software-engineer-genopets/17110,"Los Angeles,
United States",Full-Stack Software Engineer,$100k - $200k,dev:full stack:solana:nft,3mo
