Company Name,Job Link,Job Title,Salary Range,Tags,Posted Before
RocketPower,https://web3.career/opensea-customer-experience-rocketpower/24805,[Opensea] Customer Experience,,customer support:nft,20d
Polygon,https://web3.career/defi-community-manager-engager-remote-polygon/24804,DeFi Community Manager/Engager (REMOTE),$40k - $101k,remote:community manager:non tech:defi:ethereum,20d
CoinList,https://web3.career/institutional-sales-lead-coinlist/24803,Institutional Sales Lead,,lead:sales:non tech:solana,20d
Checkout.com,https://web3.career/solutions-engineering-manager-crypto-checkout-com-1/24802,Solutions Engineering Manager (Crypto),$50k - $158k,executive:crypto,20d
CoinList,https://web3.career/institutional-loan-structurer-coinlist/24800,Institutional Loan Structurer,$78k - $180k,solana,20d
Braintrust,https://web3.career/sr-software-engineer-remote-braintrust/24799,Sr Software Engineer [REMOTE],$65k - $180k,remote:dev,20d
Blockchain.com,https://web3.career/senior-tax-manager-blockchain/24796,Senior Tax Manager,$80k - $110k,senior:accounting,20d
Ava Labs,https://web3.career/senior-accountant-avalabs/24795,Senior Accountant,$80k - $110k,accounting:senior,20d
Fair.xyz,https://web3.career/social-media-and-content-lead-fairxyz/24794,Social Media and Content Lead,,lead:social media:non tech:nft,20d
Fair.xyz,https://web3.career/talent-people-lead-fairxyz/24793,Talent & People Lead,$40k - $70k,lead:recruiter:non tech:nft,20d
"Palm NFT Studio, Inc.",https://web3.career/partnership-manager-palmnftstudioinc/24792,Partnership Manager,$100k - $180k,sales:non tech:nft,20d
Ethereum Foundation,https://web3.career/analyst-and-liaison-ethereumfoundation/24791,Analyst and Liaison,$45k - $55k,analyst:remote:ethereum,20d
Okcoin,https://web3.career/mobile-marketing-manager-okcoin/24790,Mobile Marketing Manager,,marketing:non tech:mobile,20d
Chainalysis,https://web3.career/customer-success-manager-singapore-chainalysis/24789,"Customer Success Manager, Singapore",,sales:non tech:customer support,20d
Protocol Labs,https://web3.career/product-manager-pln-services-protocollabs/24786,"Product Manager, PLN Services",$69k - $160k,product manager:non tech,20d
Binance,https://web3.career/hrbp-operations-binance/24785,HRBP - Operations,$60k - $200k,operations,20d
Build A Rocket Boy,https://web3.career/smart-contract-developer-blockchain-buildarocketboy/24784,Smart Contract Developer – Blockchain,$50k - $150k,dev:blockchain:smart contract:web3js:solidity,20d
RocketPower,https://web3.career/opensea-be-fullstack-engineer-rocketpower/24783,[Opensea] BE/Fullstack Engineer,$65k - $180k,dev:full stack,20d
Fair.xyz,https://web3.career/senior-product-designer-fairxyz/24782,Senior Product Designer,$60k - $120k,design:non tech:senior:nft,20d
Callsign,https://web3.career/nft-tester-uae-callsign/24781,NFT Tester - UAE,$65k - $107k,nft:javascript:java,20d
Callsign,https://web3.career/nft-tester-uk-callsign/24780,NFT Tester - UK,$65k - $107k,nft:javascript:java,20d
wappier,https://web3.career/product-marketing-manager-web3-nfts-remote-first-or-remote-option-wappier/24779,"Product Marketing Manager, web3 & NFTs (Remote-First or Remote Option)",$25k - $120k,remote:marketing:non tech:nft,20d
Tesseract,https://web3.career/head-of-crypto-tesseract/24778,Head of Crypto,$50k - $158k,executive:crypto,20d
Crypto.com,https://web3.career/business-analyst-data-product-global-fintech-startup-crypto-com/24777,"Business Analyst, Data Product - Global Fintech Startup",,analyst:finance,20d
Crypto.com,https://web3.career/senior-officer-contract-administration-legal-operations-sg-crypto-com/24776,"Senior Officer, Contract Administration - Legal Operations (SG)",,legal:operations:senior:nft,20d
Crypto.com,https://web3.career/senior-officer-contract-administration-legal-operations-hk-crypto-com/24775,"Senior Officer, Contract Administration - Legal Operations (HK)",,legal:operations:senior:nft,20d
Crypto.com,https://web3.career/crypto-trading-product-controller-avp-quant-trading-team-crypto-com/24774,Crypto Trading Product Controller (AVP) - Quant Trading Team,$24k - $140k,legal:crypto,20d
Crypto.com,https://web3.career/assistant-manager-legal-operations-and-knowledge-retention-hk-crypto-com/24773,Assistant Manager - Legal Operations and Knowledge Retention (HK),,marketing:non tech:product manager:legal:operations,20d
Crypto.com,https://web3.career/global-talent-acquisition-manager-uae-fintech-start-up-crypto-com/24772,Global Talent Acquisition Manager (UAE) - Fintech Start-up,,finance:recruiter:non tech,20d
Crypto.com,https://web3.career/compliance-manager-director-malaysia-kl-crypto-com/24771,Compliance Manager / Director - Malaysia (KL),,compliance:executive,20d
Crypto.com,https://web3.career/data-engineer-backend-team-crypto-com/24770,Data Engineer - Backend Team,$70k - $150k,backend:data science:dev:scala:java,20d
Crypto.com,https://web3.career/assistant-officer-company-secretary-sg-global-fintech-startup-crypto-com/24769,"Assistant Officer, Company Secretary (SG) - Global Fintech Startup",$40k - $150k,finance,20d
Crypto.com,https://web3.career/compliance-officer-crypto-com/24768,Compliance Officer,,compliance,20d
Crypto.com,https://web3.career/senior-business-analyst-data-product-global-fintech-startup-crypto-com/24767,"Senior Business Analyst, Data Product - Global Fintech Startup",,analyst:finance:senior,20d
Crypto.com,https://web3.career/data-scientist-growth-analytics-global-fintech-startup-crypto-com/24766,"Data Scientist, Growth Analytics - Global Fintech startup",,stats:data science:finance:marketing:non tech,20d
