Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
Illuvium,https://web3.career/3d-animator-illuvium/10477,"Sydney,
Australia",3D Animator,,vfx:video,6mo
HQ Digital,https://web3.career/fund-operations-associate-hqdigital/10476,"New York,
United States",Fund Operations Associate,$60k - $200k,operations,6mo
HQ Digital,https://web3.career/technology-concierge-hqdigital/10475,"New York,
United States",Technology Concierge,,,6mo
HQ Digital,https://web3.career/private-client-insurance-advisor-hqdigital/10474,"New York,
United States",Private Client Insurance Advisor,,,6mo
HQ Digital,https://web3.career/software-engineer-hqdigital/10473,"New York,
United States",Software Engineer,$60k - $180k,dev,6mo
HQ Digital,https://web3.career/product-manager-hqdigital/10472,"New York,
United States",Product Manager,$69k - $160k,product manager:non tech,6mo
HQ Digital,https://web3.career/ios-engineer-hqdigital/10471,"New York,
United States",iOS Engineer,$51k - $109k,dev:ios:mobile,6mo
HQ Digital,https://web3.career/associate-counsel-hqdigital/10470,"New York,
United States",Associate Counsel,$24k - $140k,legal,6mo
HQ Digital,https://web3.career/portfolio-reporting-analyst-hqdigital/10469,"New York,
United States",Portfolio Reporting Analyst,,finance:analyst,6mo
HQ Digital,https://web3.career/director-digital-assets-hqdigital/10468,"New York,
United States","Director, Digital Assets",$90k - $200k,finance:executive,6mo
HQ Digital,https://web3.career/associate-portfolio-strategist-hqdigital/10467,"New York,
United States","Associate, Portfolio Strategist",$40k - $150k,finance,6mo
Gnosis,https://web3.career/open-application-gnosis/10466,"Berlin,
Germany",Open Application,$60k - $145k,ethereum:remote,6mo
Gnosis,https://web3.career/backend-lead-m-w-d-gnosis/10465,"Berlin,
Germany",Backend Lead (m/w/d),,backend:lead:node:rust:remote,6mo
Gnosis,https://web3.career/talent-acquisition-manager-m-w-d-gnosis/10464,"Berlin,
Germany",Talent Acquisition Manager (m/w/d),,recruiter:non tech:ethereum:node:remote,6mo
Gluwa,https://web3.career/azure-devops-engineer-south-korea-gluwa/10463,"Seoul,
South Korea",Azure DevOps Engineer (South Korea),$95k - $145k,devops:dev:ethereum,6mo
Floating Point Group,https://web3.career/client-operations-analyst-fpg/10462,United States,Client Operations Analyst,,analyst:operations,6mo
Foundry,https://web3.career/software-engineer-backend-foundrydigital/10461,"New York,
United States","Software Engineer, Backend",$70k - $200k,backend:dev:node:java,6mo
Foundry,https://web3.career/client-operations-coordinator-foundrydigital/10460,"New York,
United States",Client Operations Coordinator,$60k - $200k,operations,6mo
Foundry,https://web3.career/recruiting-coordinator-foundrydigital/10459,"New York,
United States",Recruiting Coordinator,$40k - $70k,recruiter:non tech,6mo
Foundry,https://web3.career/recruiter-foundrydigital/10458,"New York,
United States",Recruiter,$40k - $70k,recruiter:non tech,6mo
Figure,https://web3.career/principal-product-manager-mortgage-figure/10457,"San Francisco,
United States","Principal Product Manager, Mortgage",$135k - $170k,executive:product manager:non tech,6mo
Figure,https://web3.career/marketplace-operations-associate-figure/10456,United States,Marketplace Operations Associate,$60k - $200k,operations,6mo
Figure,https://web3.career/vice-president-of-corporate-communications-figure/10455,"New York,
United States",Vice President of Corporate Communications,,,6mo
Figure,https://web3.career/senior-manager-marketplace-compliance-figure/10454,"New York,
United States","Senior Manager, Marketplace Compliance",,compliance:senior,6mo
Figure,https://web3.career/senior-analyst-fp-a-figure/10453,"San Francisco,
United States","Senior Analyst, FP&A",$150k - $185k,analyst:senior,6mo
Figure,https://web3.career/accounting-intern-figure/10452,United States,Accounting Intern,,accounting:intern:entry level,6mo
Figure,https://web3.career/staff-software-engineer-anti-fraud-figure/10451,United States,"Staff Software Engineer, Anti-Fraud",$95k - $250k,dev:security,6mo
Figure,https://web3.career/senior-software-engineer-mobile-figure-equity-solutions-figure/10450,"Philadelphia,
United States","Senior Software Engineer, Mobile , Figure Equity Solutions",$120k - $200k,dev:mobile:senior:java,6mo
Figure,https://web3.career/senior-software-engineer-figure-lending-figure/10449,United States,"Senior Software Engineer, Figure Lending",$50k - $200k,dev:senior:java,6mo
Figure,https://web3.career/workforce-management-analyst-figure/10448,United States,Workforce Management Analyst,$40k - $120k,analyst,6mo
Figure,https://web3.career/servicing-operations-associate-figure/10447,"Charlotte,
United States",Servicing Operations Associate,$60k - $200k,operations,6mo
Figure,https://web3.career/quality-assurance-specialist-figure/10446,United States,Quality Assurance Specialist,,,6mo
Figure,https://web3.career/operations-training-specialist-ii-nv-figure/10445,United States,Operations Training Specialist II NV,,operations:education,6mo
Figure,https://web3.career/operations-training-specialist-i-figure/10444,"Charlotte,
United States",Operations Training Specialist I,,operations:education,6mo
Figure,https://web3.career/senior-director-operations-broker-dealer-ats-figure/10443,"San Francisco,
United States","Senior Director, Operations - Broker Dealer / ATS",,executive:operations:senior,6mo
