Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
CPI Technologies GmbH,https://web3.career/vuejs-frontend-developer-cpitechnologiesgmbh/16614,Remote,VueJS Frontend Developer,$50k - $140k,dev:front end:javascript:vue:ethereum,4mo
SRLabs,https://web3.career/security-architect-srlabs/16612,"Berlin,
Germany",Security Architect,,architecture:security,4mo
Figment,https://web3.career/customer-success-associate-figment/16609,"New York,
United States",Customer Success Associate,$40k - $80k,customer support,4mo
BitGo,https://web3.career/technical-recruiter-bitgo/16608,"Bangalore,
India",Technical Recruiter,$40k - $70k,recruiter:non tech,4mo
Raspberry Dream Land,https://web3.career/solidity-smart-contract-engineer-raspberry-dream-land/16605,"New York,
United States",Solidity / Smart Contract Engineer,$0k,dev:smart contract:solidity:web3js:react,4mo
Coin Cloud,https://web3.career/blockchain-defi-developer-coin-cloud/16604,"Las Vegas,
United States",Blockchain/DeFi Developer,$0k,dev:blockchain:defi,4mo
Aave,https://web3.career/community-advocate-aave/16601,United Kingdom,Community Advocate,$40k - $100k,community manager:non tech,4mo
BitGo,https://web3.career/sales-recruiter-bitgo/16600,"New York,
United States",Sales Recruiter,,recruiter:non tech:sales,4mo
BitGo,https://web3.career/sales-recruiter-bitgo/16599,"Palo Alto,
United States",Sales Recruiter,,recruiter:non tech:sales,4mo
SupraOracles,https://web3.career/business-development-executive-california-us-supraoracles/16596,United States,Business Development Executive - California US,$40k - $150k,sales:non tech:executive,4mo
SupraOracles,https://web3.career/legal-associate-part-time-supraoracles/16595,United States,Legal Associate (Part-Time),,legal:part time:javascript,4mo
Raspberry Dream Land,https://web3.career/blockchain-engineer-postgresql-ipfs-node-js-raspberry-dream-land/16594,"New York,
United States","Blockchain Engineer (PostgreSQL, IPFS, Node js)",$0k,javascript:dev:node:postgres:blockchain,4mo
Yat Labs & Tari Labs,https://web3.career/blockchain-engineer-tari/16591,Remote,Blockchain Engineer,$70k - $190k,dev:blockchain:remote:node:rust,4mo
Stellar Development Foundation,https://web3.career/pr-communications-manager-stellar/16590,"San Francisco,
United States",PR & Communications Manager,$45k - $130k,marketing:non tech,4mo
Stellar Development Foundation,https://web3.career/pr-communications-manager-stellar/16589,"San Francisco,
United States",PR & Communications Manager,$45k - $130k,marketing:non tech,4mo
Set Labs,https://web3.career/frontend-engineer-setlabs/16588,"San Francisco,
United States",Frontend Engineer,$50k - $144k,dev:front end:react:ethereum,4mo
CoinList,https://web3.career/compliance-associate-sanctions-coinlist/16586,"San Francisco,
United States",Compliance Associate - Sanctions,,compliance:solana,4mo
CoinList,https://web3.career/compliance-associate-fiu-coinlist/16585,"San Francisco,
United States",Compliance Associate - FIU,,compliance:solana,4mo
Crypto.com,https://web3.career/user-community-manager-defi-dapp-usa-crypto-com/16584,"Los Angeles,
United States",User Community Manager - DeFi/DApp (USA),,community manager:non tech:dapp:defi:nft,4mo
Atomic,https://web3.career/senior-frontend-engineer-atomic/16583,Remote,Senior Frontend Engineer,$70k - $190k,dev:front end:senior:remote:nft,4mo
SupraOracles,https://web3.career/director-of-engineering-supraoracles/16581,United States,Director of Engineering,$50k - $158k,executive:solidity:ethereum:javascript:golang,4mo
MRGN Labs,https://web3.career/senior-software-engineer-backend-mrgn-labs/16580,Remote,Senior Software Engineer - Backend,$70k - $200k,backend:dev:senior:remote:solana,4mo
MRGN Labs,https://web3.career/senior-blockchain-engineer-mrgn-labs/16579,Remote,Senior Blockchain Engineer,$80k - $200k,dev:senior:blockchain:remote:solana,4mo
Stellar Development Foundation,https://web3.career/pr-communications-manager-stellar/16578,"New York,
United States",PR & Communications Manager,$45k - $130k,marketing:non tech,4mo
Blocksize Capital GmbH,https://web3.career/frontend-developer-react-partially-or-fully-remote-3654257-frontend-developer-react-partially-or-fully-remote/16576,Remote,Frontend Developer React (partially or fully remote),$22k - $73k,remote:dev:front end:javascript:react,4mo
IOTA Foundation,https://web3.career/technical-program-manager-exchanges-and-custody-solutions-iota/16575,Remote,Technical Program Manager - Exchanges and custody solutions,$79k - $200k,executive:remote,4mo
Kraken Digital Asset Exchange,https://web3.career/social-media-manager-nft-kraken/16573,Remote,"Social Media Manager, NFT",$35k - $75k,social media:non tech:nft:remote,4mo
RECUR,https://web3.career/compliance-associate-remote-recur/16572,"Miami,
United States",Compliance Associate (Remote),,compliance:remote:ethereum:nft,4mo
Autograph,https://web3.career/3d-generalist-autograph/16571,"Santa Monica,
United States",3D Generalist,$11k - $35k,vfx:nft,4mo
HEIR,https://web3.career/software-engineering-backend-heir/16567,Remote,"Software Engineering, Backend",$60k - $180k,backend:dev:remote:solana,4mo
HEIR,https://web3.career/ios-engineer-heir/16566,Remote,iOS engineer,$51k - $109k,dev:ios:mobile:remote:solana,4mo
HEIR,https://web3.career/community-manager-heir/16565,Remote,Community Manager,$40k - $101k,community manager:non tech:remote:solana,4mo
HEIR,https://web3.career/blockchain-engineer-heir/16564,Remote,Blockchain Engineer,$70k - $190k,dev:blockchain:remote:solana,4mo
Ripple,https://web3.career/technical-recruiter-ripple/16563,"New York,
United States",Technical Recruiter,,recruiter:non tech:react:java,4mo
Figment,https://web3.career/automation-senior-devops-engineer-figment/16561,"Toronto,
Canada",Automation Senior DevOps Engineer,$120k - $200k,devops:dev:senior,4mo
