Company Name,Job Link,Job Title,Salary Range,Tags,Posted Before
CANDY,https://web3.career/strategic-account-manager-sports-candy/15549,Strategic Account Manager (Sports),,account manager,4mo
CANDY,https://web3.career/strategic-account-director-sports-candy/15548,Strategic Account Director (Sports),$70k - $180k,executive,4mo
Maple,https://web3.career/senior-rust-engineer-maple-finance/15546,Senior Rust Engineer,$120k - $210k,dev:rust:senior:remote:solidity,4mo
Maple,https://web3.career/marketing-executive-maple-finance/15545,Marketing Executive,$70k - $158k,executive:marketing:non tech:remote,4mo
Blockswap,https://web3.career/community-lead-blockswap/15544,Community Lead,$40k - $65k,community manager:non tech:lead:remote:nft,4mo
Localcoin,https://web3.career/web-developer-localcoin/15543,Web Developer,$56k - $160k,dev:react:javascript,4mo
Localcoin,https://web3.career/social-paid-media-specialist-localcoin/15542,Social & Paid Media Specialist,,,4mo
Sygnum Bank AG,https://web3.career/business-intelligence-analyst-sygnum/15541,Business Intelligence Analyst,$45k - $185k,analyst:ethereum,4mo
Set Labs,https://web3.career/senior-product-designer-setlabs/15540,Senior Product Designer,$60k - $120k,design:non tech:senior:ethereum,4mo
Foundry,https://web3.career/hr-manager-foundrydigital/15539,HR Manager,$60k - $150k,hr:non tech,4mo
CoinDesk & TradeBlock Opportunities,https://web3.career/senior-index-research-analyst-coindesk/15538,Senior Index Research Analyst,,analyst:senior:remote,4mo
Bitcoin Depot,https://web3.career/software-development-manager-bitcoindepot/15536,Software Development Manager,$57k - $140k,dev:react:ethereum:node,4mo
SwissBorg,https://web3.career/web-developer-remote-swissborg/15535,Web Developer (Remote),$65k - $180k,remote:dev,4mo
SwissBorg,https://web3.career/web-developer-remote-swissborg/15534,Web Developer (Remote),$65k - $180k,remote:dev,4mo
SwissBorg,https://web3.career/web-developer-remote-swissborg/15533,Web Developer (Remote),$65k - $180k,remote:dev,4mo
0x,https://web3.career/senior-software-engineer-head-of-defi-0x/15532,Senior Software Engineer // Head of DeFi,$60k - $250k,executive:dev:senior:defi:ethereum,4mo
bloXmove,https://web3.career/lead-architect-3472475-lead-architect-utm_source-google_jobs_apply-pid-bce1fbd2f366390046fc/15531,Lead Architect,,architecture:lead:remote,4mo
AcumenCog,https://web3.career/business-developer-it-sales-3511770-business-developer-it-sales/15526,Business developer / IT sales,,dev:sales:non tech:remote,4mo
Hiro,https://web3.career/frontend-engineer-user-experience-hiro/15525,"Frontend Engineer, User Experience",,dev:front end:design:non tech:remote,4mo
SwissBorg,https://web3.career/web-developer-remote-swissborg/15524,Web Developer (Remote),$65k - $180k,remote:dev,4mo
SwissBorg,https://web3.career/content-marketing-specialist-remote-swissborg/15523,Content Marketing Specialist (Remote),$25k - $120k,remote:marketing:non tech,4mo
Polygon,https://web3.career/business-strategy-analyst-polygon/15522,Business Strategy Analyst,$45k - $55k,analyst:remote:ethereum,4mo
Ripple,https://web3.career/sr-product-marketing-manager-strategy-research-ripple/15521,Sr. Product Marketing Manager - Strategy + Research,$46k - $109k,marketing:non tech:senior,4mo
Ripple,https://web3.career/sr-product-marketing-manager-strategy-research-ripple/15520,Sr. Product Marketing Manager - Strategy + Research,$46k - $109k,marketing:non tech:senior,4mo
Hivemapper,https://web3.career/senior-fullstack-engineer-hivemapper/15519,Senior Fullstack Engineer,$140k - $180k,dev:full stack:senior:react:javascript,4mo
Hivemapper,https://web3.career/senior-backend-engineer-hivemapper/15518,Senior Backend Engineer,$145k - $200k,backend:dev:senior:node,4mo
Hivemapper,https://web3.career/don-t-see-a-fit-apply-here-hivemapper/15517,Don't see a fit? Apply here!,,,4mo
Parity Technologies,https://web3.career/technical-writer-parity/15485,Technical Writer,$45k - $120k,analyst:remote,4mo
Boson Protocol,https://web3.career/community-customer-support-manager-bosonprotocol/15484,Community & Customer Support Manager,,community manager:non tech:customer support:nft,4mo
Ripple,https://web3.career/senior-policy-manager-emea-ripple/15483,Senior Policy Manager (EMEA),$78k - $200k,senior,4mo
Parity Technologies,https://web3.career/technical-documentation-lead-m-f-d-parity/15482,Technical Documentation Lead (m/f/d),$96k - $118k,lead:remote:rust,4mo
Consensys,https://web3.career/research-engineer-cryptography-and-zero-knowledge-protocols-consensys/15481,Research Engineer - Cryptography and Zero-Knowledge Protocols,$60k - $150k,dev:remote:ethereum:rust,4mo
Chain,https://web3.career/chief-marketing-officer-chain/15480,Chief Marketing Officer,$70k - $158k,executive:marketing:non tech:remote,4mo
Crypto.com,https://web3.career/blockchain-security-engineeer-backend-rust-kr-crypto-com/15479,Blockchain Security Engineeer - Backend (Rust) (KR),,backend:rust:security:blockchain:ethereum,4mo
Ankr,https://web3.career/defi-junior-analyst-ankr/15477,DeFi Junior Analyst,$10k - $13k,analyst:junior:entry level:defi,4mo
