Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
Mycelium,https://web3.career/senior-product-manager-perpetual-swaps-myc-xyz/22618,"Melbourne,
Australia",Senior Product Manager - Perpetual Swaps,$80k - $150k,product manager:non tech:senior:ethereum,2mo
Embr,https://web3.career/web3-smart-contract-developer-joinembr/22617,Canada,Web3 / Smart contract Developer,$0k,dev:smart contract:solidity:solana:nft,2mo
ZAUBAR,https://web3.career/ui-ux-designer-making-time-travel-possible-zaubar/22616,"Berlin,
Germany",UI/UX Designer (Making Time Travel Possible. ⏳),$50k - $135k,design:non tech:remote,2mo
VSC,https://web3.career/remote-creative-marketing-intern-vsc/22615,"San Francisco,
United States",Remote: Creative Marketing Intern,$24k - $48k,remote:intern:entry level:marketing:non tech,2mo
Wachsman,https://web3.career/art-director-marketing-team-wachsman/22614,"New York,
United States","Art Director, Marketing Team",$70k - $158k,executive:marketing:non tech,2mo
Binance,https://web3.career/localization-operations-project-manager-emea-binance/22612,Remote,Localization Operations Project Manager (EMEA),,operations:project manager:non tech:remote,2mo
Voodoo,https://web3.career/blockchain-mobile-sdk-engineer-unity-voodoo/22611,"Paris,
France",Blockchain Mobile SDK Engineer - Unity,,dev:mobile:blockchain,2mo
Sygnum Bank AG,https://web3.career/junior-relationship-manager-eam-mfo-suisse-romandie-market-sygnum/22610,Switzerland,"(Junior) Relationship Manager EAM & MFO, Suisse Romandie Market",$20k - $30k,junior:entry level:marketing:non tech:ethereum,2mo
Voodoo,https://web3.career/junior-data-analyst-end-of-study-internship-voodoo/22609,"Paris,
France",Junior data analyst (end-of-study internship),,analyst:data science:intern:entry level:junior,2mo
R3,https://web3.career/marketing-development-representative-r3-com/22608,"New York,
United States",Marketing Development Representative,$45k - $130k,marketing:non tech,2mo
Kraken Digital Asset Exchange,https://web3.career/senior-engineering-manager-nft-marketplace-kraken/22607,Remote,Senior Engineering Manager - NFT Marketplace,,executive:senior:nft:remote,2mo
Fuel,https://web3.career/mid-to-senior-frontend-engineer-onfuel/22605,Remote,Mid to Senior Frontend Engineer,$70k - $190k,dev:front end:senior:react:nft,2mo
Chainstack,https://web3.career/product-designer-remote-chainstack/22604,Remote,Product Designer (remote),$50k - $135k,remote:design:non tech:solana:ethereum,2mo
Stakin,https://web3.career/protocol-wizard-stakin/22603,"Tallinn,
Estonia",Protocol Wizard,$11k - $15k,solana:ethereum,2mo
Solana Labs,https://web3.career/developer-relations-advocate-solana/22602,"San Francisco,
United States",Developer Relations Advocate,,customer support:dev:solidity:solana:ethereum,2mo
Ripple,https://web3.career/information-security-intern-summer-2022-intern-ripple/22601,"San Francisco,
United States",Information Security Intern (Summer 2022 Intern),,security:intern:entry level,2mo
BitGo,https://web3.career/software-engineer-infrastructure-new-grad-bitgo/22600,"Palo Alto,
United States","Software Engineer, Infrastructure (New Grad)",$22k - $124k,dev:javascript:golang,2mo
BitGo,https://web3.career/software-engineer-infrastructure-intern-2022-bitgo/22599,"Palo Alto,
United States","Software Engineer, Infrastructure (Intern - 2022)",$12k - $33k,dev:intern:entry level:javascript:golang,2mo
BitGo,https://web3.career/software-engineer-full-stack-new-grad-bitgo/22598,"Palo Alto,
United States","Software Engineer, Full Stack (New Grad)",$65k - $180k,dev:full stack:javascript,2mo
