Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
Analog,https://web3.career/blockchain-research-analyst-analog/24063,"San Francisco,
United States",Blockchain Research Analyst,$60k - $104k,analyst:blockchain,1mo
Chainalysis,https://web3.career/senior-account-executive-public-sector-taiwan-chainalysis/24062,Taiwan,"Senior Account Executive, Public Sector, Taiwan",$46k - $110k,executive:senior,1mo
Chainalysis,https://web3.career/associate-account-executive-japan-chainalysis/24061,"Tokyo,
Japan","Associate Account Executive, Japan",$70k - $180k,executive,1mo
Ledger,https://web3.career/engineering-project-manager-ledger/24060,"Paris,
France",Engineering Project Manager,$50k - $150k,project manager:non tech,1mo
Aldrin,https://web3.career/mobile-ux-ui-designer-web3-wallet-remote-aldrin/24058,Remote,Mobile UX/UI Designer Web3 Wallet (Remote),$50k - $135k,remote:design:non tech:mobile:solana,1mo
TFL Tech FZCO,https://web3.career/solidity-smart-contract-engineer-tfl-tech-fzco/24057,Remote,Solidity / Smart Contract Engineer,$70k - $120k,dev:smart contract:solidity:remote,1mo
Next Big Thing AG,https://web3.career/founder-entrepreneur-machine-learning-f-m-x-nextbigthing/24056,"Berlin,
Germany",Founder / Entrepreneur - Machine Learning (f/m/x),,executive:machine learning:remote,1mo
Gnosis,https://web3.career/dao-coordination-lead-m-w-d-gnosis/24055,"Lisbon,
Portugal",DAO Coordination Lead (m/w/d),$78k - $200k,lead:ethereum:node,1mo
Opyn,https://web3.career/staff-smart-contract-engineer-opyn-4/24053,"New York,
United States","Staff, Smart Contract Engineer",$180k - $240k,dev:smart contract:solidity:solana:ethereum,1mo
Sygnum Bank AG,https://web3.career/people-operations-manager-sygnum/24052,Switzerland,People Operations Manager,$60k - $200k,operations,1mo
Disrupt Network,https://web3.career/marketing-executive-disrupt-network/24051,,Marketing Executive,$0k,executive:marketing:non tech,1mo
Galaxy Digital Services,https://web3.career/mifi-associate-vp-galaxydigitalservices/24050,,MiFi Associate/VP,$70k - $180k,executive,1mo
Next Big Thing,https://web3.career/sales-manager-european-market-nextbigthingag2/24049,"Berlin,
Germany",Sales Manager - European market,$26k - $140k,sales:non tech,1mo
Spring Labs,https://web3.career/sr-account-executive-fintech-springlabs/24048,Nationwide,Sr. Account Executive (FinTech),,executive:finance:senior,1mo
ConsenSys Inc,https://web3.career/developer-community-manager-consensysinc/24047,"New York,
United States",Developer Community Manager,,community manager:non tech:dev:ethereum:javascript,1mo
The Block,https://web3.career/product-manager-newsletters-theblockcrypto/24046,Remote,"Product Manager, Newsletters",$115k - $175k,product manager:non tech:remote,1mo
BitGo,https://web3.career/brand-designer-bitgo/24045,"Palo Alto,
United States",Brand Designer,,marketing:non tech:design,1mo
Ripple,https://web3.career/senior-revenue-and-technical-accountant-ripple/24044,"San Francisco,
United States",Senior Revenue and Technical Accountant,$80k - $110k,accounting:senior,1mo
Ripple,https://web3.career/manager-global-payroll-ripple/24043,"San Francisco,
United States","Manager, Global Payroll",$25k - $150k,accounting,1mo
Ripple,https://web3.career/director-global-payroll-ripple/24042,"San Francisco,
United States","Director, Global Payroll",$120k - $150k,executive:accounting,1mo
Okcoin,https://web3.career/product-designer-retail-okcoin/24041,"San Francisco,
United States","Product Designer, Retail",$50k - $150k,design:non tech,1mo
Galaxy Digital Services,https://web3.career/2022-mining-intern-galaxydigitalservices/24039,,2022 Mining Intern,,intern:entry level,1mo
OKX,https://web3.career/hr-business-partner-okx/24038,"Singapore,
Singapore",HR Business Partner,$60k - $150k,hr:non tech,1mo
Gemini,https://web3.career/director-brand-strategy-uk-europe-gemini/24037,United Kingdom,"Director, Brand Strategy - UK / Europe",$70k - $158k,marketing:non tech:executive,1mo
Satoshis Games,https://web3.career/social-media-marketing-manager-satoshis-games/24036,United States,Social Media Marketing Manager,$25k - $35k,marketing:non tech:social media,1mo
Satoshis Games,https://web3.career/community-manager-satoshis-games/24035,United States,Community Manager,$25k - $35k,community manager:non tech:nft,1mo
SeedInvest,https://web3.career/performance-marketing-manager-seedinvest-seedinvest/24034,"Boston,
United States","Performance Marketing Manager, SeedInvest",$45k - $130k,marketing:non tech,1mo
OKX,https://web3.career/senior-manager-organization-talent-development-okx/24033,"Singapore,
Singapore","Senior Manager, Organization & Talent Development",$40k - $70k,senior:recruiter:non tech,1mo
GIANT Connect,https://web3.career/lead-product-manager-payments-and-custody-giantconnect/24032,"San Francisco,
United States","Lead Product Manager, Payments and Custody",,lead:product manager:non tech,1mo
Virtually Human Studio,https://web3.career/product-manager-remote-vhslab/24031,APAC,Product Manager (Remote),$115k - $175k,remote:product manager:non tech:nft,1mo
Chainlink Labs,https://web3.career/regional-lead-of-cefi-us-emea-chainlink/24030,Remote,Regional Lead of CeFi - US/EMEA,$95k - $200k,lead:remote,1mo
Validity Labs AG,https://web3.career/devops-engineer-m-f-d-remote-or-zurich-validitylabs/24029,,DevOps Engineer (m/f/d) Remote or Zurich,$95k - $180k,remote:devops:dev,1mo
Next Big Thing AG,https://web3.career/cto-f-m-x-in-the-blockchain-space-nextbigthing/24028,"Berlin,
Germany",CTO (f/m/x) in the Blockchain space,$100k - $300k,cto:executive:blockchain:remote:react,1mo
SALT,https://web3.career/aml-compliance-manager-saltlending/24027,"Chicago,
United States",AML Compliance Manager,,compliance,1mo
SADA,https://web3.career/staff-site-reliability-engineer-sada/24026,"Montreal,
Canada",Staff Site Reliability Engineer,$150k - $200k,dev:sys admin:java,1mo
