Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
Foundry,https://web3.career/marketing-and-communications-director-foundrydigital/474,"New York,
United States",Marketing and Communications Director,$70k - $158k,executive:marketing:non tech,7mo
Foundry,https://web3.career/general-interest-foundrydigital/473,"New York,
United States",General Interest,,,7mo
Foundry,https://web3.career/mining-advisory-senior-associate-foundrydigital/472,"New York,
United States",Mining Advisory Senior Associate,$78k - $200k,senior,7mo
Figure,https://web3.career/visual-designer-figure/471,"San Francisco,
United States",Visual Designer,$50k - $150k,design:non tech,7mo
Figure,https://web3.career/senior-product-designer-figure-pay-figure/470,"San Francisco,
United States","Senior Product Designer, Figure Pay",$60k - $120k,design:non tech:senior,7mo
Figure,https://web3.career/senior-product-designer-figure/469,"San Francisco,
United States",Senior Product Designer,$60k - $120k,design:non tech:senior,7mo
Figure,https://web3.career/principal-servicing-product-manager-figure/468,"San Francisco,
United States",Principal Servicing Product Manager,$135k - $170k,executive:product manager:non tech,7mo
Figure,https://web3.career/pricing-analyst-mortgage-figure/467,"San Francisco,
United States","Pricing Analyst, Mortgage",$40k - $120k,analyst,7mo
Figure,https://web3.career/figure-pay-support-specialist-figure/466,"Charlotte,
United States",Figure Pay Support Specialist,$40k - $80k,customer support,7mo
Figure,https://web3.career/technical-talent-partner-figure/465,"Seattle,
United States",Technical Talent Partner,$40k - $70k,recruiter:non tech,7mo
Figure,https://web3.career/talent-acquisition-partner-figure/464,"Charlotte,
United States",Talent Acquisition Partner,$40k - $70k,recruiter:non tech,7mo
Figure,https://web3.career/senior-marketing-manager-figure-pay-figure/463,"San Francisco,
United States","Senior Marketing Manager, Figure Pay",$46k - $109k,marketing:non tech:senior,7mo
Figure,https://web3.career/head-of-compliance-figure/462,"Charlotte,
United States",Head of Compliance,,compliance:executive,7mo
Figure,https://web3.career/figure-securities-bsa-aml-officer-figure/461,"San Francisco,
United States",Figure Securities BSA/AML Officer,,,7mo
Figure,https://web3.career/staff-accountant-figure/460,United States,Staff Accountant,$25k - $150k,accounting,7mo
Figure,https://web3.career/post-close-specialist-figure/459,United States,Post-Close Specialist,,,7mo
Figure,https://web3.career/bank-partnership-manager-figure/458,"San Francisco,
United States",Bank Partnership Manager,$40k - $140k,sales:non tech:finance,7mo
Figure,https://web3.career/staff-software-engineer-mortgage-figure/457,United States,"Staff Software Engineer, Mortgage",$33k - $140k,dev:java,7mo
Figure,https://web3.career/staff-software-engineer-digital-funds-figure/456,United States,"Staff Software Engineer, Digital Funds",$43k - $140k,dev:react:java,7mo
Figure,https://web3.career/staff-software-engineer-alternative-trading-system-figure/455,"Philadelphia,
United States","Staff Software Engineer, Alternative Trading System",$43k - $140k,dev:react:java,7mo
Figure,https://web3.career/software-engineer-servicing-figure/454,United States,"Software Engineer, Servicing",$43k - $140k,dev:react:java,7mo
Figure,https://web3.career/software-engineer-mortgage-figure/453,United States,"Software Engineer, Mortgage",$43k - $140k,dev:react:java,7mo
Figure,https://web3.career/software-engineer-lending-figure/452,United States,"Software Engineer, Lending",$43k - $140k,dev:react:java,7mo
Figure,https://web3.career/software-engineer-cash-management-engine-figure/451,United States,"Software Engineer, Cash Management Engine",$43k - $140k,dev:react:java,7mo
Figure,https://web3.career/software-engineer-alternative-trading-system-figure/450,"Philadelphia,
United States","Software Engineer, Alternative Trading System",$43k - $140k,dev:react:java,7mo
Figure,https://web3.career/software-development-engineer-in-test-figure/449,"Seattle,
United States",Software Development Engineer in Test,$50k - $150k,quality assurance:dev:react:java,7mo
Figure,https://web3.career/senior-software-engineer-provenance-figure/448,United States,"Senior Software Engineer, Provenance",$50k - $200k,dev:senior:java:golang:rust,7mo
Figure,https://web3.career/senior-software-engineer-figure-pay-figure/447,"Philadelphia,
United States","Senior Software Engineer, Figure Pay",$70k - $180k,dev:senior:react:java,7mo
Figure,https://web3.career/senior-software-engineer-digital-funds-figure/446,United States,"Senior Software Engineer, Digital Funds",$70k - $180k,dev:senior:react:java,7mo
Figure,https://web3.career/senior-software-engineer-customer-success-portal-figure/445,United States,"Senior Software Engineer, Customer Success Portal",,customer support:dev:senior:javascript,7mo
Figure,https://web3.career/senior-software-development-engineer-in-test-figure/444,"Seattle,
United States",Senior Software Development Engineer in Test,$30k - $50k,quality assurance:dev:senior:react:java,7mo
Figure,https://web3.career/principal-application-security-engineer-figure/443,United States,Principal Application Security Engineer,$95k - $250k,dev:executive:security,7mo
Figure,https://web3.career/devops-engineer-figure/442,United States,DevOps Engineer,$60k - $100k,devops:dev:golang,7mo
Figure,https://web3.career/business-operations-analyst-figure/441,"San Francisco,
United States",Business Operations Analyst,,analyst:operations,7mo
Figure,https://web3.career/principal-data-scientist-figure/440,"San Francisco,
United States",Principal Data Scientist,,data science:executive,7mo
