Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
Swaap,https://web3.career/solidity-engineer-swaap-labs/12636,"Paris,
France",Solidity Engineer,$90k - $158k,dev:solidity:ethereum,5mo
Marlin Protocol,https://web3.career/senior-solidity-developer-marlin-protocol/12635,"Mumbai,
India",Senior Solidity Developer,$39k - $65k,dev:senior:solidity:react:javascript,5mo
Figment,https://web3.career/fp-a-manager-figment/12634,"Toronto,
Canada",FP&A Manager,,,5mo
SideShift.ai,https://web3.career/backend-engineer-sideshift-ai/12632,Remote,Backend Engineer,$50k - $75k,backend:dev:remote,5mo
Consensys,https://web3.career/senior-product-designer-consensys/12631,Remote,Senior Product Designer,$60k - $120k,design:non tech:senior:ethereum:remote,5mo
Immutable,https://web3.career/senior-talent-acquisition-partner-engineering-immutable/12630,"Sydney,
Australia",Senior Talent Acquisition Partner (Engineering),$40k - $70k,senior:recruiter:non tech:ethereum,5mo
Parcel,https://web3.career/frontend-engineer-parcel/12629,Remote,Frontend Engineer,,dev:front end:react:solidity:nft,5mo
Konfid.io GmbH,https://web3.career/ux-ui-designer-3361237-ux-ui-designer/12628,,UX UI Designer,$50k - $150k,design:non tech,5mo
With Wise,https://web3.career/lead-qa-engineer-withwise/12627,UKM Solihull GB,Lead QA Engineer,$100k - $180k,dev:lead:quality assurance:nft:javascript,5mo
Flex Suisse AG,https://web3.career/crypto-junior-legal-counsel-flexsuisse/12621,"Zug,
Switzerland",Crypto | Junior Legal Counsel,$120k,legal:junior:entry level:crypto,5mo
Lykke Business AG,https://web3.career/senior-react-native-developer-3362154-senior-react-native-developer/12615,,Senior React Native developer,$65k - $200k,dev:react native:mobile:javascript:react,5mo
Ledger,https://web3.career/engineering-manager-b2c-backend-services-ledger/12607,"London,
United Kingdom",Engineering Manager B2C - Backend Services,$130k - $150k,c:c plus plus:executive:backend,5mo
Binance,https://web3.career/java-developer-payment-binance/12605,"Dubai,
United Arab Emirates",Java Developer - Payment,$33k - $140k,dev:java,5mo
VaynerMedia LLC,https://web3.career/vaynernft-strategy-manager-vaynermedia/12603,"New York,
United States","VaynerNFT, Strategy Manager",$55k - $150k,nft,5mo
Validity Labs AG,https://web3.career/pr-texter-content-creator-for-tech-blockchain-topics-3350389-pr-texter-content-creator-for-tech-and-blockchain-topics/12601,,PR / Texter / Content Creator for Tech & Blockchain topics,$13k - $100k,marketing:non tech:blockchain,5mo
Parcel,https://web3.career/full-stack-engineer-parcel/12600,Remote,Full Stack Engineer,,dev:full stack:react:solidity:nft,5mo
Figure,https://web3.career/product-manager-figure-marketplace-figure/12599,"San Francisco,
United States","Product Manager, Figure Marketplace",$69k - $160k,product manager:non tech,5mo
Chainlink Labs,https://web3.career/solutions-architect-price-feeds-chainlink/12598,Remote,Solutions Architect (Price Feeds),$67k - $300k,architecture:remote,5mo
Chainlink Labs,https://web3.career/technical-program-manager-infrastructure-chainlink/12597,Remote,"Technical Program Manager, Infrastructure",$79k - $200k,executive:remote,5mo
NEAR,https://web3.career/software-engineer-node-experience-near/12596,"San Francisco,
United States","Software Engineer, Node Experience",$60k - $155k,dev:javascript:node:rust,5mo
BitGo,https://web3.career/director-institutional-sales-latam-region-bitgo/12595,"Mexico City,
Mexico",Director - Institutional Sales (LATAM Region),$40k - $150k,executive:sales:non tech,5mo
BitGo,https://web3.career/director-institutional-sales-latam-region-bitgo/12594,"Guadalajara,
Mexico",Director - Institutional Sales (LATAM Region),$40k - $150k,executive:sales:non tech,5mo
BitGo,https://web3.career/director-institutional-sales-latam-region-bitgo/12593,Colombia,Director - Institutional Sales (LATAM Region),$40k - $150k,executive:sales:non tech,5mo
BitGo,https://web3.career/associate-institutional-sales-latam-region-bitgo/12592,"Guadalajara,
Mexico",Associate - Institutional Sales (LATAM Region),$26k - $140k,sales:non tech,5mo
BitGo,https://web3.career/associate-institutional-sales-latam-region-bitgo/12591,Colombia,Associate - Institutional Sales (LATAM Region),$26k - $140k,sales:non tech,5mo
BitGo,https://web3.career/associate-institutional-sales-latam-region-bitgo/12590,"Mexico City,
Mexico",Associate - Institutional Sales (LATAM Region),$26k - $140k,sales:non tech,5mo
GSR,https://web3.career/compliance-officer-associate-gsr/12589,"London,
United Kingdom","Compliance Officer, Associate",,compliance,5mo
OpenSea,https://web3.career/discord-community-moderator-opensea/12588,Remote,Discord Community Moderator,$35k - $101k,community manager:non tech:nft:remote,5mo
BitGo,https://web3.career/director-institutional-sales-latam-region-bitgo/12585,Brazil,Director - Institutional Sales (LATAM Region),$40k - $150k,executive:sales:non tech,5mo
BitGo,https://web3.career/associate-institutional-sales-latam-region-bitgo/12584,"Buenos Aires,
Argentina",Associate - Institutional Sales (LATAM Region),$26k - $140k,sales:non tech,5mo
Chainlink Labs,https://web3.career/director-marketing-operations-chainlink/12583,Remote,"Director, Marketing Operations",$70k - $158k,executive:marketing:non tech:operations:remote,5mo
Okcoin,https://web3.career/product-analyst-intern-okcoin/12582,"Singapore,
Singapore","Product Analyst, Intern",$20k - $30k,analyst:intern:entry level,5mo
Localcoin,https://web3.career/operations-coordinator-cash-in-transit-cit-localcoin/12581,"Toronto,
Canada","Operations Coordinator, Cash-in-Transit (CIT)",$60k - $200k,operations,5mo
Pyth Network,https://web3.career/integration-specialist-pythnetwork/12579,Remote,Integration Specialist,$56k - $160k,remote,5mo
CoinDesk & TradeBlock Opportunities,https://web3.career/coindesk-chinese-editor-ny-coindesk/12578,"New York,
United States",CoinDesk Chinese Editor - NY,,,5mo
