Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
Newton,https://web3.career/fraud-investigator-canada-wide-remote-newton/16115,"Toronto,
Canada",Fraud Investigator - Canada Wide - Remote,$95k - $250k,remote:security,4mo
IOTA Foundation,https://web3.career/site-reliability-engineer-iota/16114,Remote,Site Reliability Engineer,$150k - $200k,dev:sys admin:golang:remote,4mo
Binance,https://web3.career/marketing-business-development-manager-binance/16113,Remote,Marketing/Business Development Manager,$100k - $200k,sales:non tech:marketing:remote,4mo
Binance,https://web3.career/business-development-manager-binance/16112,Remote,Business Development Manager,$29k - $108k,sales:non tech:remote,4mo
Binance,https://web3.career/community-manager-benelux-binance/16111,"Brussels,
Belgium","Community Manager, Benelux",$40k - $100k,community manager:non tech,4mo
Crystal Blockchain Analytics,https://web3.career/product-lead-crystal/16108,"Kiev,
Ukraine",Product Lead,$60k - $200k,lead,4mo
NUTS Finance,https://web3.career/growth-marketing-manager-web3-defi-nutsfinance/16107,"Hong Kong,
Hong Kong",Growth Marketing Manager (Web3 & DeFi),$70k - $100k,marketing:non tech:defi,4mo
Spruce Systems,https://web3.career/software-engineer-full-stack-spruce-systems/16105,"New York,
United States","Software Engineer, Full Stack",$65k - $180k,dev:full stack:react:react native,4mo
Gauss Global Machines,https://web3.career/blockchain-developer-gauss-global-machines/16104,India,Blockchain Developer,$174k - $1k,dev:blockchain:solidity:ethereum:nft,4mo
Zilliqa,https://web3.career/office-administrator-zilliqa/16103,"London,
United Kingdom",Office Administrator,,,4mo
IOTA Foundation,https://web3.career/head-of-developer-experience-iota/16102,Remote,Head of Developer Experience,$95k - $300k,executive:dev:remote,4mo
Workstation Customer Care,https://web3.career/blockchain-security-expert-m-f-d-3493287-blockchain-security-expert-m-f-d-utm_source-google_jobs_apply-pid-bce1fbd2f366390046fc/16101,"Berlin,
Germany",Blockchain Security Expert (m/f/d),,security:blockchain:remote,4mo
Papers AG,https://web3.career/full-stack-engineer-100-3572015-full-stack-engineer-100/16100,"Zug,
Switzerland",Full Stack Engineer 100%,$39k - $200k,dev:full stack:solidity:ethereum:javascript,4mo
Crypto.com,https://web3.career/developer-community-manager-defi-usa-crypto-com/16099,"Los Angeles,
United States","Developer Community Manager, DeFi (USA)",,community manager:non tech:dev:defi:nft,4mo
Crystal Blockchain Analytics,https://web3.career/product-lead-crystal/16094,"London,
United Kingdom",Product Lead,$60k - $200k,lead,4mo
Next Big Thing AG,https://web3.career/entrepreneur-in-residence-f-m-x-developing-cross-industry-iot-solutions-nextbigthing/16092,"Berlin,
Germany",Entrepreneur in Residence (f/m/x) - Developing Cross-Industry IoT Solutions,$56k - $160k,remote,4mo
Crystal Blockchain Analytics,https://web3.career/sales-executive-apac-remote-crystal/16090,"Singapore,
Singapore","Sales Executive, APAC (Remote)",$40k - $150k,remote:executive:sales:non tech,4mo
W3BCLOUD,https://web3.career/finance-manager-blockchain-crypto-usa-remote-based-location-w3bcloud/16087,"Dallas,
United States",Finance Manager - Blockchain/Crypto (USA/Remote Based Location),$50k - $225k,remote:finance:blockchain:crypto,4mo
