Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
Investoo Group,https://web3.career/lead-content-editor-crypto-investoogroup/13611,"London,
United Kingdom",Lead Content Editor (Crypto),,copywriting:lead:crypto,5mo
BANXA 🚀,https://web3.career/compliance-analyst-banxa/13610,Remote,Compliance Analyst,,compliance:analyst:remote,5mo
Sourcechain,https://web3.career/blockchain-engineer-sourcechain/13609,"San Francisco,
United States",Blockchain Engineer,$52k - $160k,dev:blockchain:solidity:java:rust,5mo
IOTA Foundation,https://web3.career/head-of-developer-experience-iota/13608,Remote,Head of Developer Experience,$95k - $300k,executive:dev:remote,5mo
IOTA Foundation,https://web3.career/senior-devops-engineer-iota/13607,Remote,(Senior) DevOps Engineer,$120k - $200k,devops:dev:senior:golang:remote,5mo
Crypto.com,https://web3.career/otc-trader-for-flow-business-analyst-vp-global-fintech-startup-crypto-com/13606,Remote,OTC Trader for Flow Business (Analyst - VP) - Global Fintech startup,,analyst:finance:trader:executive:remote,5mo
Satoshis Games,https://web3.career/solidity-engineer-senior-satoshis-games/13604,"Madrid,
Spain",Solidity Engineer Senior,$70k - $80k,dev:senior:solidity:ethereum,5mo
jade Eli Tecnologies,https://web3.career/senior-account-executive-3383995-senior-account-executive/13603,"Berlin,
Germany",Senior Account Executive,$46k - $110k,executive:senior,5mo
IOTA Foundation,https://web3.career/senior-software-engineer-go-remote-iota/13600,Remote,Senior Software Engineer - Go - Remote,$22k - $150k,remote:dev:golang:senior:ethereum,5mo
Crypto.com,https://web3.career/technical-project-management-associate-crypto-com/13599,"Hong Kong,
Hong Kong","Technical Project Management, Associate",,,5mo
Corsali,https://web3.career/senior-software-engineer-crypto-corsali/13598,"San Francisco,
United States",Senior Software Engineer - Crypto,$90k - $160k,dev:senior:crypto,5mo
Sygnum Bank AG,https://web3.career/full-stack-tech-lead-singapore-sygnum/13596,"Singapore,
Singapore","Full-stack Tech Lead, Singapore",$78k - $120k,full stack:lead:tech lead:react,5mo
Ledger,https://web3.career/device-connectivity-product-owner-ledger-live-ledger/13591,Remote,Device connectivity Product Owner - Ledger Live,$115k - $175k,product manager:non tech:remote,5mo
Cross River Bank,https://web3.career/aml-bsa-crypto-transaction-monitoring-analyst-crossriverbank/13590,United States,AML/BSA Crypto Transaction Monitoring Analyst,$20k - $120k,analyst:crypto,5mo
Reflective.ai,https://web3.career/blockchain-engineer-reflective-ai-1/13589,United States,Blockchain Engineer,$62k - $109k,dev:blockchain:javascript:java,5mo
Sygnum Bank AG,https://web3.career/head-of-sales-and-client-services-sygnum/13588,"Singapore,
Singapore",Head of Sales and Client Services,$40k - $150k,executive:sales:non tech:ethereum,5mo
TQ TEZOS,https://web3.career/frontend-engineer-tqtezos/13587,"New York,
United States",Frontend Engineer,$60k - $144k,dev:front end:nft:javascript,5mo
Crypto.com,https://web3.career/product-data-analyst-crypto-com/13586,"Hong Kong,
Hong Kong",Product Data Analyst,$36k - $120k,analyst:data science:nft,5mo
MagicCo.,https://web3.career/dao-developer-smart-contract-magic-co/13585,"New York,
United States",DAO Developer - Smart Contract,$60k - $120k,dev:smart contract:nft,5mo
Cross River Bank,https://web3.career/data-scientist-crypto-research-crossriverbank/13584,United States,"Data Scientist, Crypto Research",,data science:crypto:ruby:scala:java,5mo
Crypto.com,https://web3.career/mobile-developer-android-sg-global-fintech-startup-crypto-com/13583,"Singapore,
Singapore","Mobile Developer, Android (SG) - Global Fintech Startup",,android:mobile:dev:finance:java,5mo
Sygnum Bank AG,https://web3.career/associate-legal-regtech-sygnum/13580,"Singapore,
Singapore","Associate, Legal & RegTech",$24k - $140k,legal,5mo
Crypto.com,https://web3.career/employment-counsel-crypto-com/13579,"Hong Kong,
Hong Kong",Employment Counsel,,legal:nft,5mo
Crypto.com,https://web3.career/process-manager-crypto-com/13578,"Sofia,
Bulgaria",Process Manager,,,5mo
Sygnum Bank AG,https://web3.career/credit-lending-analyst-sygnum/13577,Switzerland,Credit & Lending Analyst,$45k - $185k,analyst:ethereum,5mo
Crypto.com,https://web3.career/team-lead-rta-day-or-night-shift-crypto-com/13576,"Sofia,
Bulgaria","Team Lead, RTA (Day or Night shift)",$60k - $200k,lead,5mo
BANXA 🚀,https://web3.career/customer-success-manager-banxa/13575,Remote,Customer Success Manager,,sales:non tech:customer support:remote,5mo
Founders Factory,https://web3.career/founder-ceo-nft-vault-foundersfactory/13573,Remote,Founder/CEO - NFT Vault,$79k - $180k,executive:nft:remote,5mo
Crypto.com,https://web3.career/technical-project-management-associate-crypto-com/13571,"Hong Kong,
Hong Kong","Technical Project Management, Associate",,,5mo
IOTA Foundation,https://web3.career/site-reliability-engineer-iota/13570,Remote,Site Reliability Engineer,$150k - $200k,dev:sys admin:golang:remote,5mo
BANXA 🚀,https://web3.career/ux-designer-banxa/13568,Australia,UX Designer,$50k - $150k,design:non tech,5mo
Cross River Bank,https://web3.career/crypto-cdd-senior-analyst-crossriverbank/13567,United States,Crypto CDD Senior Analyst,,analyst:senior:crypto,5mo
Ledger,https://web3.career/backend-engineer-vault-ledger/13564,"London,
United Kingdom",Backend Engineer - Vault,$60k - $180k,backend:dev,5mo
Founders Factory,https://web3.career/founder-ceo-nft-vault-foundersfactory/13563,United States,Founder/CEO - NFT Vault,$63k - $180k,executive:nft,5mo
VolumeFi,https://web3.career/crypto-events-marketing-manager-volumefi/13562,"San Francisco,
United States",Crypto Events Marketing Manager,$46k - $140k,marketing:non tech:crypto:ethereum,5mo
