Company Name,Job Link,Job Location,Job Title,Salary Range,Tags,Posted Before
Catheon Gaming,https://web3.career/blockchain-chief-growth-officer-catheongaming/21744,"Hong Kong,
Hong Kong",Blockchain Chief Growth Officer,$70k - $158k,executive:marketing:non tech:blockchain:solana,2mo
Aave,https://web3.career/senior-react-native-developer-fintech-remote-friendly-aave/21743,"Toronto,
Canada","Senior React Native Developer, FinTech (Remote Friendly)",,remote:dev:finance:react native:mobile,2mo
Agoric,https://web3.career/senior-software-engineer-agoric/21742,United States,Senior Software Engineer,$80k - $200k,dev:senior:javascript,2mo
Anchorage Digital,https://web3.career/engineering-manager-frontend-anchorage/21741,Remote,"Engineering Manager, Frontend",,executive:front end:remote,2mo
Blokhaus,https://web3.career/marketing-operations-manager-blokhaus/21740,Remote,Marketing Operations Manager,,marketing:non tech:operations:remote,2mo
Immunefi,https://web3.career/software-engineer-in-testing-sdet-immunefi/21739,Remote,Software Engineer in Testing (SDET),$56k - $160k,dev:react:javascript:nextjs:vue,2mo
"Palm NFT Studio, Inc.",https://web3.career/junior-designer-palmnftstudioinc/21738,"Austin,
United States",Junior Designer,,design:non tech:junior:entry level:nft,2mo
"Palm NFT Studio, Inc.",https://web3.career/front-end-engineer-blockchain-technology-palmnftstudioinc/21737,"Philadelphia,
United States",Front End Engineer - Blockchain Technology,$33k - $190k,dev:front end:blockchain:react:ethereum,2mo
Sygnum Bank AG,https://web3.career/application-security-and-cybersecurity-incident-manager-sygnum/21736,Switzerland,Application Security and Cybersecurity Incident Manager,$95k - $200k,security,2mo
soonami.io GmbH,https://web3.career/co-founder-soonami/21735,Remote,Co-Founder,$79k - $200k,executive:remote,2mo
"Palm NFT Studio, Inc.",https://web3.career/lead-ux-ui-designer-palmnftstudioinc/21734,"Philadelphia,
United States",Lead UX/UI Designer,$40k - $190k,design:non tech:lead:ethereum:nft,2mo
ClubRare,https://web3.career/defi-product-manager-clubrare/21733,"New York,
United States",DeFi Product Manager,$130k - $175k,product manager:non tech:defi:nft,2mo
Binance,https://web3.career/social-media-marketing-intern-vietnam-binance/21732,Vietnam,Social Media Marketing Intern - Vietnam,$24k - $48k,intern:entry level:marketing:non tech:social media,2mo
FPT Deutschland GmbH,https://web3.career/business-development-manager-germany-netherlands-uk-fger/21731,"Essen,
Germany",Business Development Manager (Germany / Netherlands / UK),$29k - $108k,sales:non tech:remote,2mo
Hivemind Capital,https://web3.career/legal-associate-hivemindcapital/21730,Remote,Legal Associate,,legal:remote,2mo
"Palm NFT Studio, Inc.",https://web3.career/developer-relations-lead-palmnftstudioinc/21729,United States,Developer Relations Lead,,customer support:dev:lead:nft,2mo
"Palm NFT Studio, Inc.",https://web3.career/senior-concept-artist-palmnftstudioinc/21728,"Van,
Turkey",Senior Concept Artist,$90k - $200k,senior:nft,2mo
"Palm NFT Studio, Inc.",https://web3.career/illustrator-palmnftstudioinc/21727,"Van,
Turkey",Illustrator,$15k - $70k,illustrator:nft,2mo
"Palm NFT Studio, Inc.",https://web3.career/full-stack-engineer-palmnftstudioinc/21726,United States,Full Stack Engineer,$80k - $130k,dev:full stack:web3js:react:solidity,2mo
Navcoin,https://web3.career/blockchain-tester-navcoin-1/21725,"Berlin,
Germany",Blockchain tester,$0k,blockchain:remote,2mo
OKX,https://web3.career/assistant-manager-administration-business-travel-employee-service-okx/21724,"Hong Kong,
Hong Kong","Assistant Manager, Administration (Business Travel & Employee Service)",,,2mo
Parallel Studios,https://web3.career/sr-technical-artist-pipeline-tools-parallelstudios/21723,Remote,Sr. Technical Artist (Pipeline / Tools),$90k - $180k,senior:nft:remote,2mo
Phantom,https://web3.career/bd-partnerships-lead-phantom45/21722,"San Francisco,
United States",BD / Partnerships Lead,,sales:non tech:lead:solana:ethereum,2mo
Frontier,https://web3.career/blockchain-developer-frontier-4/21721,United Kingdom,Blockchain Developer,$90k - $110k,dev:blockchain:solidity:nft:node,2mo
Crypto.com,https://web3.career/product-manager-crypto-com/21720,United Kingdom,Product Manager,$69k - $160k,product manager:non tech,2mo
Mythical Games,https://web3.career/engineering-manager-mythicalgames/21719,"Los Angeles,
United States",Engineering Manager,$70k - $180k,executive,2mo
Phantom,https://web3.career/software-engineer-backend-phantom45/21718,"San Francisco,
United States",Software Engineer – Backend,$28k - $120k,backend:dev:react:solidity:nextjs,2mo
Palmswap,https://web3.career/head-of-business-development-palmswap/21717,Remote,Head of Business Development,$110k - $150k,executive:sales:marketing:non tech:remote,2mo
Navcoin,https://web3.career/blockchain-c-developer-navcoin-1/21715,"Berlin,
Germany",Blockchain C++ Developer,$0k,c:c plus plus:dev:blockchain:remote,2mo
OKX,https://web3.career/scrum-master-okx/21713,"Hong Kong,
Hong Kong",Scrum Master,,scrum,2mo
Crypto.com,https://web3.career/project-manager-crypto-com-mobile-app-crypto-com/21712,"Hong Kong,
Hong Kong",Project Manager - Crypto.com Mobile App,,mobile:project manager:non tech:crypto,2mo
Threely,https://web3.career/blockchain-developer-intern-threely/21711,"New York,
United States",Blockchain Developer Intern,$0k,dev:intern:entry level:blockchain:solana,2mo
Papers AG,https://web3.career/mobile-developer-100-papers/21709,"Lisbon,
Portugal",Mobile Developer 100%,$130k - $200k,dev:mobile:solidity:ethereum:javascript,2mo
Palmswap,https://web3.career/technical-project-director-palmswap/21708,Remote,Technical Project director,$140k - $200k,project manager:remote:defi:solidity:executive,2mo
Crypto.com,https://web3.career/talent-acquisition-specialist-malaysia-crypto-com/21706,Malaysia,"Talent Acquisition Specialist, Malaysia",$40k - $70k,recruiter:non tech,2mo
