Company Name,Job Link,Job Title,Salary Range,Tags,Posted Before
Coinbase,https://web3.career/customer-support-analyst-coinbase/8257,Customer Support Analyst,$15k - $95k,analyst:customer support,6mo
Coinbase,https://web3.career/customer-support-analyst-coinbase/8256,Customer Support Analyst,$15k - $95k,analyst:customer support,6mo
Coinbase,https://web3.career/content-strategist-cloud-coinbase/8255,"Content Strategist, Cloud",$109k - $13k,cloud,6mo
Coinbase,https://web3.career/content-strategist-coinbase/8254,Content Strategist,,,6mo
Coinbase,https://web3.career/community-operations-incidents-and-escalations-analyst-customer-support-coinbase/8253,"Community Operations Incidents and Escalations Analyst, Customer Support",,analyst:community manager:non tech:customer support:operations,6mo
Coinbase,https://web3.career/community-operations-incidents-and-escalations-analyst-customer-support-coinbase/8252,"Community Operations Incidents and Escalations Analyst, Customer Support",,analyst:community manager:non tech:customer support:operations,6mo
Coinbase,https://web3.career/associate-manager-support-content-strategy-coinbase/8251,"Associate Manager, Support Content Strategy",$40k - $80k,customer support,6mo
Coinbase,https://web3.career/associate-manager-complaints-coinbase/8250,"Associate Manager, Complaints",,,6mo
Coinbase,https://web3.career/analyst-content-moderation-coinbase/8249,"Analyst, Content Moderation",$36k - $120k,analyst:nft,6mo
Coinbase,https://web3.career/senior-product-manager-coinbase/8248,Senior Product Manager,$80k - $150k,product manager:non tech:senior,6mo
Coinbase,https://web3.career/group-product-manager-coinbase/8247,Group Product Manager,$69k - $160k,product manager:non tech,6mo
Coinbase,https://web3.career/director-product-coinbase/8246,"Director, Product",$70k - $180k,executive,6mo
Coinbase,https://web3.career/senior-technical-recruiter-coinbase/8245,Senior Technical Recruiter,$40k - $70k,recruiter:non tech:senior,6mo
Coinbase,https://web3.career/international-benefits-senior-manager-coinbase/8244,International Benefits Senior Manager,$78k - $200k,senior,6mo
Coinbase,https://web3.career/engineering-recruiting-manager-coinbase/8243,Engineering Recruiting Manager,$40k - $70k,recruiter:non tech,6mo
Coinbase,https://web3.career/sw-engineer-hr-workday-functional-enterprise-apps-coinbase/8242,"SW Engineer, HR (Workday Functional), Enterprise Apps",$100k - $150k,dev:hr:non tech,6mo
Coinbase,https://web3.career/sr-system-analyst-anaplan-finance-platform-coinbase/8241,"Sr. System Analyst (Anaplan), Finance Platform",,analyst:finance:senior,6mo
Coinbase,https://web3.career/sr-sw-engineer-cx-enterprise-apps-coinbase/8240,"Sr. SW Engineer, CX, Enterprise Apps",$80k - $200k,dev:senior:javascript:java,6mo
Coinbase,https://web3.career/software-engineer-mulesoft-integrations-marketing-systems-enterprise-applications-architecture-coinbase/8239,"Software Engineer (Mulesoft) Integrations (Marketing Systems), Enterprise Applications & Architecture",$85k - $120k,dev:marketing:non tech:java:golang,6mo
Coinbase,https://web3.career/senior-sw-engineer-integrations-enterprise-apps-coinbase/8238,"Senior SW Engineer, Integrations, Enterprise Apps",$50k - $200k,dev:senior:java:golang,6mo
Coinbase,https://web3.career/engineering-manager-integrations-development-mulesoft-coinbase/8237,"Engineering Manager, Integrations & Development - Mulesoft",$70k - $180k,executive,6mo
Coinbase,https://web3.career/senior-engineering-manager-crypto-asset-addition-coinbase/8236,"Senior Engineering Manager, Crypto Asset Addition",$46k - $109k,executive:senior:crypto,6mo
Coinbase,https://web3.career/senior-engineering-manager-backend-coinbase/8235,"Senior Engineering Manager, Backend",,executive:backend:senior,6mo
Coinbase,https://web3.career/engineering-manager-crypto-asset-addition-coinbase/8234,"Engineering Manager, Crypto Asset Addition",$50k - $158k,executive:crypto,6mo
Coinbase,https://web3.career/engineering-manager-coinbase/8233,Engineering Manager,$115k - $150k,executive:react:react native:javascript:ruby,6mo
Coinbase,https://web3.career/director-of-engineering-india-coinbase/8232,"Director of Engineering, India",$45k - $120k,executive:react:ruby,6mo
Coinbase,https://web3.career/senior-site-reliability-engineer-coinbase/8231,Senior Site Reliability Engineer,$150k - $200k,dev:sys admin:senior:ruby,6mo
Coinbase,https://web3.career/senior-site-reliability-engineer-coinbase/8230,Senior Site Reliability Engineer,$150k - $200k,dev:sys admin:senior:ruby,6mo
Coinbase,https://web3.career/staff-frontend-engineer-coinbase/8229,Staff Frontend Engineer,$50k - $144k,dev:front end:react:react native:javascript,6mo
Coinbase,https://web3.career/senior-frontend-engineer-coinbase/8228,Senior Frontend Engineer,$70k - $190k,dev:front end:senior:react:react native,6mo
Coinbase,https://web3.career/senior-software-engineer-data-platform-coinbase/8227,"Senior Software Engineer, Data Platform",$130k - $160k,dev:senior:scala:java,6mo
Coinbase,https://web3.career/senior-machine-learning-engineer-coinbase/8226,Senior Machine Learning Engineer,,dev:machine learning:senior,6mo
Coinbase,https://web3.career/staff-software-engineer-coinbase/8225,Staff Software Engineer,$65k - $120k,dev:ethereum:ruby:golang,6mo
Coinbase,https://web3.career/software-engineer-coinbase/8224,Software Engineer,$65k - $120k,dev:ethereum:ruby:golang,6mo
Coinbase,https://web3.career/senior-backend-engineer-coinbase/8223,Senior Backend Engineer,$70k - $200k,backend:dev:senior:ethereum:ruby,6mo
