"Company Name","Job Link","Job Title","Job Location","Posted Before","Source URL","Source Name"
"Community Gaming","https://www.linkedin.com/jobs/view/product-marketing-manager-at-community-gaming-3040300300?refId=nTKkEsLyPxLScLQvJbxLIg%3D%3D&trackingId=6Hi5XJuBh2JEk9RX3D2U2A%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card","Product Marketing Manager","United States","2022-04-25","https://www.linkedin.com/jobs/search/?f_C=5358401&geoId=92000000","LinkedIn"
"Community Gaming","https://www.linkedin.com/jobs/view/outbound-sales-associate-at-community-gaming-3014282203?refId=nTKkEsLyPxLScLQvJbxLIg%3D%3D&trackingId=OtSfiNbTCH8MXDapjh46Tw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card","Outbound Sales Associate","United States","","https://www.linkedin.com/jobs/search/?f_C=5358401&geoId=92000000","LinkedIn"
"Community Gaming","https://in.linkedin.com/jobs/view/web3-frontend-engineer-at-community-gaming-3053871906?refId=nTKkEsLyPxLScLQvJbxLIg%3D%3D&trackingId=db9A2Bkb82auzxyQ3TSjMw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card","Web3 Frontend Engineer","India","2022-04-29","https://www.linkedin.com/jobs/search/?f_C=5358401&geoId=92000000","LinkedIn"
